;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";101.48;272.67;5528.98;;0;69.78;9.93;0.05;79.73
"triceps_brachii_long_(right)";39.68;136.86;19046.88;;1;62.19;9.53;;79.58
;;;;;2;63.98;8.52;;79.37
;;;;;3;76.64;8.78;;79.16
;;;;;4;77.95;8.57;;79.01
;;;;;5;68.45;8.38;;78.92
;;;;;6;67.96;8.39;;78.82
;;;;;7;72.56;8.48;;78.71
;;;;;8;68;8.19;;78.64
;;;;;9;62.24;8.4;;78.55
;;;;;10;60.28;9.06;;78.45
;;;;;11;58.73;8.55;;78.31
;;;;;12;61.08;9.88;;78.12
;;;;;13;65.29;10.25;;77.93
;;;;;14;70.63;9.2;;77.77
;;;;;15;73.33;9.54;;77.65
;;;;;16;68.21;41.03;;77.59
;;;;;17;61.84;96.84;;77.58
;;;;;18;61.8;136.86;;77.55
;;;;;19;98.77;107.66;;77.47
;;;;;20;136.03;32.61;;77.39
;;;;;21;166.27;47.85;;77.3
;;;;;22;130.61;49.42;;77.19
;;;;;23;41.14;32.65;;77.09
;;;;;24;42.44;58.57;;76.99
;;;;;25;83.5;69.35;;76.88
;;;;;26;103.63;53.71;;76.78
;;;;;27;178.02;46.94;;76.72
;;;;;28;167.42;49.22;;76.7
;;;;;29;61.41;45.94;;76.69
;;;;;30;90.93;44.71;;76.66
;;;;;31;145.44;48.16;;76.62
;;;;;32;159.87;40.41;;76.62
;;;;;33;145.45;35.18;;76.66
;;;;;34;110.49;33.7;;76.69
;;;;;35;58.01;28.15;;76.68
;;;;;36;58.85;34.83;;76.62
;;;;;37;116.21;57.34;;76.55
;;;;;38;154.08;80.06;;76.53
;;;;;39;181.48;68.5;;76.56
;;;;;40;149.74;39.99;;76.57
;;;;;41;49.13;35.72;;76.52
;;;;;42;83.13;62.2;;76.45
;;;;;43;85.89;63.3;;76.42
;;;;;44;108.68;33.86;;76.39
;;;;;45;254.89;60.46;;76.31
;;;;;46;268.81;73.74;;76.22
;;;;;47;130.63;72.23;;76.16
;;;;;48;48.62;94.96;;76.08
;;;;;49;100.22;92.31;;75.98
;;;;;50;142.08;59.3;;75.88
;;;;;51;161.68;45.73;;75.79
;;;;;52;163.24;50.11;;75.71
;;;;;53;114.06;43.01;;75.62
;;;;;54;44.84;47.28;;75.53
;;;;;55;56.88;58.68;;75.48
;;;;;56;89.73;66.04;;75.47
;;;;;57;120.37;60.31;;75.49
;;;;;58;118.75;57.07;;75.55
;;;;;59;77.17;57.8;;75.59
;;;;;60;23.81;57.6;;75.6
