;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";54.35;148.61;5528.98;;0;42.12;31.82;0.05;80.96
"triceps_brachii_long_(right)";25.7;53.64;19046.88;;1;44.47;25.53;;80.73
;;;;;2;29.83;23.5;;80.77
;;;;;3;24.53;23.99;;80.76
;;;;;4;28.44;19.13;;80.69
;;;;;5;29.04;29.8;;80.88
;;;;;6;30.28;30.79;;81.37
;;;;;7;32.56;17.94;;81.83
;;;;;8;30.37;16.71;;82.04
;;;;;9;27.09;13.71;;82.01
;;;;;10;24.99;12.34;;81.87
;;;;;11;23.67;13.25;;81.7
;;;;;12;21.16;12.05;;81.42
;;;;;13;17.59;10.02;;81.08
;;;;;14;15.8;8.7;;80.9
;;;;;15;26.29;10.87;;80.84
;;;;;16;85.26;26.16;;80.79
;;;;;17;126.31;35.69;;80.78
;;;;;18;146.43;39.92;;80.75
;;;;;19;119.09;39.22;;80.64
;;;;;20;48.47;27.28;;80.51
;;;;;21;20.8;33.52;;80.24
;;;;;22;20.47;33.43;;79.79
;;;;;23;25.26;21.29;;79.4
;;;;;24;33.96;25.25;;79.23
;;;;;25;84.92;28.91;;79.11
;;;;;26;134.34;44.35;;79.06
;;;;;27;120.45;53.64;;79.21
;;;;;28;58.98;40.72;;79.41
;;;;;29;30.88;22.57;;79.49
;;;;;30;26.4;22.44;;79.27
;;;;;31;30.95;20.7;;78.76
;;;;;32;34.44;27.48;;78.15
;;;;;33;89.31;35.68;;77.74
;;;;;34;125.96;43.4;;77.68
;;;;;35;97.95;40.88;;77.63
;;;;;36;33.54;23.42;;77.3
;;;;;37;29.91;14.73;;76.51
;;;;;38;39.52;21.49;;75.39
;;;;;39;32.59;22.45;;74.49
;;;;;40;58.23;26.38;;74
;;;;;41;81.34;35.88;;73.74
;;;;;42;96.73;39.09;;73.7
;;;;;43;82.88;33.7;;73.78
;;;;;44;38.96;25.06;;73.73
;;;;;45;25.11;15.85;;73.39
;;;;;46;29.47;15.61;;72.95
;;;;;47;32.97;17.97;;72.74
;;;;;48;64.4;21.29;;72.75
;;;;;49;143.39;31.32;;72.81
;;;;;50;148.61;35.66;;72.88
;;;;;51;90.89;32.73;;72.94
;;;;;52;57.54;23.25;;73.13
;;;;;53;24.78;12.21;;73.44
;;;;;54;24.81;14.72;;73.62
;;;;;55;30.36;28.26;;73.66
