;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";53.36;117.24;5528.98;;0;22.71;8.76;0.05;61.11
"triceps_brachii_long_(right)";19.68;45.91;19046.88;;1;23.6;7.65;;61.08
;;;;;2;23.01;7.14;;61.11
;;;;;3;22.25;7.15;;61.18
;;;;;4;20;8.29;;61.23
;;;;;5;19.57;8.24;;61.27
;;;;;6;22.2;8.03;;61.31
;;;;;7;22.73;8.41;;61.33
;;;;;8;21.85;8.45;;61.32
;;;;;9;23.63;8.34;;61.29
;;;;;10;22.99;8.31;;61.27
;;;;;11;20.78;8.15;;61.26
;;;;;12;22.06;8.1;;61.23
;;;;;13;24.3;8.24;;61.21
;;;;;14;23.04;8.33;;61.22
;;;;;15;23.15;7.85;;61.25
;;;;;16;24.87;6.9;;61.3
;;;;;17;24.29;7.29;;61.33
;;;;;18;24.32;8.15;;61.35
;;;;;19;22.86;8.28;;61.35
;;;;;20;44.03;41.48;;61.36
;;;;;21;47.58;45.91;;61.36
;;;;;22;37.84;39.45;;61.38
;;;;;23;38.47;36.48;;61.37
;;;;;24;46.42;19.97;;61.36
;;;;;25;66.27;23.26;;61.33
;;;;;26;70.61;26.53;;61.28
;;;;;27;59.85;26.83;;61.21
;;;;;28;52.18;21.62;;61.11
;;;;;29;46.08;13.25;;61.05
;;;;;30;45.49;17.43;;61.03
;;;;;31;52.98;19.42;;61.02
;;;;;32;41.28;15.96;;61.04
;;;;;33;13.45;20.91;;61.07
;;;;;34;30.36;22.32;;61.1
;;;;;35;47.94;21.23;;61.12
;;;;;36;52.57;21.45;;61.14
;;;;;37;59.15;20.41;;61.17
;;;;;38;61.13;24.7;;61.19
;;;;;39;52.08;23.85;;61.2
;;;;;40;43.17;15.47;;61.2
;;;;;41;61.6;18.41;;61.2
;;;;;42;68.65;19.66;;61.2
;;;;;43;49.37;14.06;;61.17
;;;;;44;32.2;13.61;;61.15
;;;;;45;52.7;21.05;;61.15
;;;;;46;63.77;22.47;;61.14
;;;;;47;64.65;20.45;;61.14
;;;;;48;65.26;22.48;;61.16
;;;;;49;61.43;29.38;;61.2
;;;;;50;62.25;28.06;;61.28
;;;;;51;60.71;15.31;;61.38
;;;;;52;60.69;18.7;;61.44
;;;;;53;54.95;18.41;;61.36
;;;;;54;45.86;16;;61.23
;;;;;55;29.76;16.77;;61.18
;;;;;56;41.99;18.88;;61.21
;;;;;57;54.1;20.1;;61.22
;;;;;58;59.38;16.43;;61.18
;;;;;59;90.05;24.89;;61.15
;;;;;60;88.81;29.62;;61.17
;;;;;61;74.65;23.25;;61.22
;;;;;62;92.3;20.06;;61.25
;;;;;63;80.8;24.54;;61.27
;;;;;64;48.21;23.28;;61.31
;;;;;65;32.99;17.17;;61.34
;;;;;66;28.71;16.81;;61.39
;;;;;67;46.34;21.26;;61.47
;;;;;68;54.1;21.16;;61.55
;;;;;69;50.96;17.86;;61.55
;;;;;70;63.4;21.83;;61.51
;;;;;71;77.03;25.97;;61.49
;;;;;72;70.78;24.74;;61.5
;;;;;73;65.01;19.92;;61.49
;;;;;74;61.63;14.65;;61.46
;;;;;75;62.68;17.71;;61.42
;;;;;76;63.71;18.91;;61.38
;;;;;77;46.22;20.11;;61.34
;;;;;78;25.81;19.18;;61.31
;;;;;79;24.6;26.67;;61.29
;;;;;80;52.59;29.16;;61.29
;;;;;81;55.8;21.89;;61.28
;;;;;82;56.65;27.82;;61.26
;;;;;83;112.26;29.07;;61.23
;;;;;84;117.24;21.63;;61.2
;;;;;85;77.23;15.77;;61.16
;;;;;86;75.43;14.54;;61.14
;;;;;87;65.99;15.37;;61.14
;;;;;88;48.04;15.87;;61.13
;;;;;89;41.95;17.1;;61.13
;;;;;90;52.05;22.74;;61.13
;;;;;91;62.25;25.27;;61.11
;;;;;92;60.89;22.91;;61.12
;;;;;93;65.72;23.14;;61.16
;;;;;94;81.37;22.69;;61.22
;;;;;95;71.23;18.56;;61.28
;;;;;96;43.43;14.21;;61.34
;;;;;97;85.91;22.23;;61.41
;;;;;98;94.94;24.3;;61.52
;;;;;99;56.2;19.8;;61.67
;;;;;100;26.38;18.19;;61.77
;;;;;101;22.81;16.09;;61.74
;;;;;102;40.49;18.54;;61.55
;;;;;103;55.39;20.16;;61.15
;;;;;104;61.27;25.81;;60.3
;;;;;105;69.01;27.96;;58.65
;;;;;106;68.52;21.9;;55.7
;;;;;107;62.76;14.46;;51.06
;;;;;108;57.48;12.56;;44.96
;;;;;109;56.17;15.54;;37.62
;;;;;110;55.47;16.09;;28.55
;;;;;111;43.76;23.18;;16.92
