;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";50.08;142.63;5528.98;;0;27.59;5.15;0.05;63.39
"triceps_brachii_long_(right)";32.08;153.79;19046.88;;1;36.09;6.05;;63.45
;;;;;2;37.2;6.81;;63.51
;;;;;3;28.44;6.16;;63.61
;;;;;4;27.66;4.95;;63.7
;;;;;5;30.2;4.43;;63.62
;;;;;6;28.54;4.42;;63.31
;;;;;7;30.64;4.71;;62.96
;;;;;8;32.32;4.74;;62.72
;;;;;9;29.88;4.96;;62.63
;;;;;10;32.57;5.27;;62.65
;;;;;11;31.02;5.07;;62.7
;;;;;12;27.79;4.54;;62.8
;;;;;13;29.98;4.79;;63.07
;;;;;14;33.75;67.22;;63.65
;;;;;15;37.51;68;;64.48
;;;;;16;59.22;13.88;;65.32
;;;;;17;54.93;11.64;;65.97
;;;;;18;36.41;10.86;;66.41
;;;;;19;53.66;13.06;;66.74
;;;;;20;83.01;21.63;;67.02
;;;;;21;95.43;29.96;;67.16
;;;;;22;84.32;64.69;;67.12
;;;;;23;62.93;62.31;;66.94
;;;;;24;50.67;29.31;;66.7
;;;;;25;63.25;35.83;;66.46
;;;;;26;58.66;33.99;;66.3
;;;;;27;61.2;24.37;;66.21
;;;;;28;55.29;12.96;;66.11
;;;;;29;35.98;10.43;;65.98
;;;;;30;49.21;11.58;;65.84
;;;;;31;67.04;13.01;;65.72
;;;;;32;114.63;21.84;;65.62
;;;;;33;128.41;32.04;;65.54
;;;;;34;88.15;25.75;;65.47
;;;;;35;64.41;8.83;;65.42
;;;;;36;67.23;11.37;;65.38
;;;;;37;50.39;25.58;;65.38
;;;;;38;32.2;26.84;;65.41
;;;;;39;33.22;15.7;;65.44
;;;;;40;45.67;13.8;;65.45
;;;;;41;47.58;16.95;;65.42
;;;;;42;53.56;19.15;;65.26
;;;;;43;61.86;32.18;;64.99
;;;;;44;62.03;43.25;;64.87
;;;;;45;62.14;40.16;;65.05
;;;;;46;67.79;31.02;;65.39
;;;;;47;59.38;46.13;;65.71
;;;;;48;50.68;48.25;;65.94
;;;;;49;52.18;29.28;;66.12
;;;;;50;44.71;21.37;;66.3
;;;;;51;64.29;22.5;;66.48
;;;;;52;72.13;31.83;;66.63
;;;;;53;52.54;59.29;;66.72
;;;;;54;49.2;102.54;;66.68
;;;;;55;44.16;89.13;;66.54
;;;;;56;17.11;26.35;;66.35
;;;;;57;16.18;29.32;;66.17
;;;;;58;22.85;153.79;;66.05
;;;;;59;30.71;153.01;;65.98
;;;;;60;41.17;19.47;;65.95
;;;;;61;42.05;17.92;;65.93
;;;;;62;40.43;16.03;;65.85
;;;;;63;56.26;17.16;;65.72
;;;;;64;64.14;17.49;;65.58
;;;;;65;56.82;42.18;;65.49
;;;;;66;93.74;54.64;;65.44
;;;;;67;98.57;37.61;;65.38
;;;;;68;51.02;17.84;;65.27
;;;;;69;25.79;24.49;;65.03
;;;;;70;25.07;25;;64.69
;;;;;71;30.89;54.31;;64.3
;;;;;72;26.76;58.6;;63.84
;;;;;73;14.19;30.98;;63.41
;;;;;74;87.62;18.67;;63.05
;;;;;75;108.6;16.49;;62.78
;;;;;76;89.22;28.09;;62.58
;;;;;77;125.12;37.02;;62.47
;;;;;78;142.63;38.05;;62.63
;;;;;79;106.84;29.83;;63.15
;;;;;80;67.87;18.93;;63.09
;;;;;81;49.91;90.47;;58.99
;;;;;82;43.13;93.02;;49.74
;;;;;83;34.6;53.39;;37.59
;;;;;84;18.89;62.19;;23.52
;;;;;85;50.65;42.03;;8.92
