;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";111.92;291.94;5528.98;;0;68.64;29.7;0.05;79.06
"triceps_brachii_long_(right)";50.62;107.76;19046.88;;1;66.56;29.61;;79.08
;;;;;2;61.22;30.54;;79.06
;;;;;3;64.58;31.52;;78.98
;;;;;4;71.84;31.53;;78.95
;;;;;5;71.2;31.24;;78.98
;;;;;6;70.19;30.24;;79.03
;;;;;7;69.81;29.71;;79.09
;;;;;8;67.5;30.77;;79.13
;;;;;9;67.7;30.9;;79.12
;;;;;10;65.38;30.59;;79.08
;;;;;11;65.56;30.8;;79.04
;;;;;12;75.44;30.23;;79.01
;;;;;13;72.08;30.38;;78.99
;;;;;14;66.5;31.48;;78.99
;;;;;15;66.65;31.6;;79.03
;;;;;16;59.39;31.73;;79.04
;;;;;17;60.66;31.52;;78.99
;;;;;18;57.06;31.11;;78.95
;;;;;19;76.42;37.12;;78.93
;;;;;20;225.55;61;;78.85
;;;;;21;291.94;69.54;;78.74
;;;;;22;235.14;60.41;;78.71
;;;;;23;142.61;49.99;;78.77
;;;;;24;85.49;41.03;;78.87
;;;;;25;75.44;41.76;;78.9
;;;;;26;76.42;84.3;;78.84
;;;;;27;108.3;87.29;;78.77
;;;;;28;195.42;62;;78.72
;;;;;29;203.61;60.2;;78.66
;;;;;30;133.75;45.06;;78.61
;;;;;31;105.23;41.62;;78.59
;;;;;32;86.86;40.8;;78.62
;;;;;33;77.94;55.21;;78.71
;;;;;34;99.33;79.79;;78.82
;;;;;35;108.55;69.26;;78.88
;;;;;36;165.54;48.26;;78.9
;;;;;37;202.49;55.53;;78.9
;;;;;38;167.41;47.93;;78.87
;;;;;39;114.73;39.4;;78.85
;;;;;40;82.71;33.73;;78.89
;;;;;41;69.36;56.91;;78.98
;;;;;42;81.35;107.76;;79.07
;;;;;43;86.8;102.43;;79.12
;;;;;44;151.17;55.96;;79.1
;;;;;45;218.08;55.62;;79.02
;;;;;46;195.1;57.92;;78.93
;;;;;47;115.58;51.4;;78.81
;;;;;48;76.54;55.31;;78.77
;;;;;49;70.69;54.42;;78.93
;;;;;50;67.52;69.88;;79.22
;;;;;51;78.27;81.45;;79.44
;;;;;52;144.03;69.92;;79.52
;;;;;53;200.02;61.7;;79.43
;;;;;54;198.87;57.04;;79.16
;;;;;55;139.38;52.51;;78.82
;;;;;56;71.08;39.42;;78.55
;;;;;57;64.29;43.95;;78.38
;;;;;58;66.14;88.7;;78.3
;;;;;59;93.58;87.02;;78.27
;;;;;60;168.26;45.15;;78.29
;;;;;61;212.89;44.22;;78.3
;;;;;62;197.62;51.64;;78.27
;;;;;63;138.19;47.61;;78.2
;;;;;64;82.89;36.07;;78.19
;;;;;65;75.12;37.12;;78.32
;;;;;66;66.76;78.36;;78.54
;;;;;67;93.64;77.03;;78.68
;;;;;68;149.23;39.74;;78.71
;;;;;69;216.48;49.93;;78.67
;;;;;70;211.14;49.87;;78.59
;;;;;71;129.14;44.84;;78.56
;;;;;72;86.76;40.56;;78.62
;;;;;73;72.42;43.14;;78.72
;;;;;74;54.53;75.92;;78.82
;;;;;75;89.07;74.84;;78.87
;;;;;76;138.55;54.89;;78.87
;;;;;77;172.46;59.49;;78.82
;;;;;78;156.85;51.45;;78.75
;;;;;79;99.14;45;;78.68
;;;;;80;77.87;40.42;;78.65
;;;;;81;73.45;74.76;;78.62
;;;;;82;52;94.91;;78.53
;;;;;83;93.61;68.75;;78.42
;;;;;84;176.54;45.11;;78.32
;;;;;85;229.91;57.74;;78.26
;;;;;86;206.07;57.38;;78.23
;;;;;87;135.04;46.93;;78.22
;;;;;88;91.73;37.92;;78.21
;;;;;89;101;66.86;;78.2
;;;;;90;90.56;87.29;;78.18
;;;;;91;74.64;66.18;;78.19
;;;;;92;194.27;47.15;;78.22
;;;;;93;221.93;56.16;;78.23
;;;;;94;189.08;52.59;;78.17
