;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";89.47;276.69;5528.98;;0;28.66;8.15;0.05;56.87
"triceps_brachii_long_(right)";29.15;77.51;19046.88;;1;28.38;7.48;;56.9
;;;;;2;28.96;7.68;;56.91
;;;;;3;30.5;7.92;;56.89
;;;;;4;30.01;7.64;;56.92
;;;;;5;27.23;8.13;;57
;;;;;6;28.67;8.28;;57.07
;;;;;7;31.35;8.03;;57.07
;;;;;8;29.43;7.95;;57.04
;;;;;9;29.17;9.44;;57.02
;;;;;10;31.84;11.95;;57
;;;;;11;29.53;10.69;;56.97
;;;;;12;33.07;7.7;;56.93
;;;;;13;37.32;10.11;;56.89
;;;;;14;35.35;10.19;;56.84
;;;;;15;32.89;7.94;;56.8
;;;;;16;28.82;8.86;;56.8
;;;;;17;29.8;13.32;;56.82
;;;;;18;103.28;13.79;;56.85
;;;;;19;135.44;18.5;;56.89
;;;;;20;93.06;26.35;;56.93
;;;;;21;59.15;45.48;;56.97
;;;;;22;175.84;52.47;;56.99
;;;;;23;276.69;49.72;;56.98
;;;;;24;228.71;39.81;;56.96
;;;;;25;85.71;19.46;;56.95
;;;;;26;72.97;22.26;;56.91
;;;;;27;40.99;22.76;;56.86
;;;;;28;36.04;20.18;;56.8
;;;;;29;61.12;34.31;;56.75
;;;;;30;112.83;58.3;;56.73
;;;;;31;142.58;67.91;;56.72
;;;;;32;109.94;49.03;;56.72
;;;;;33;77.53;19.83;;56.75
;;;;;34;66.49;16.85;;56.78
;;;;;35;97.65;20.24;;56.82
;;;;;36;118.68;42.55;;56.83
;;;;;37;100.97;53.32;;56.8
;;;;;38;141.42;50.29;;56.74
;;;;;39;184.54;55.59;;56.68
;;;;;40;159.28;44.84;;56.66
;;;;;41;99.09;13.68;;56.69
;;;;;42;64.49;14.68;;56.73
;;;;;43;24.55;15.77;;56.76
;;;;;44;43.41;13.91;;56.78
;;;;;45;61.54;23.54;;56.8
;;;;;46;73.52;49.16;;56.84
;;;;;47;139.72;72.83;;56.89
;;;;;48;137.48;63.4;;56.92
;;;;;49;68.67;28.95;;56.9
;;;;;50;56.6;19.76;;56.88
;;;;;51;34.93;17.27;;56.92
;;;;;52;56.66;15.62;;56.98
;;;;;53;85.07;50.69;;57.02
;;;;;54;136.31;60.48;;57.02
;;;;;55;180.8;58.76;;56.99
;;;;;56;147.67;50.16;;56.97
;;;;;57;110.17;21.92;;56.98
;;;;;58;103.04;15.75;;56.98
;;;;;59;58.05;18.28;;56.95
;;;;;60;56.89;32.57;;56.87
;;;;;61;58.86;37.83;;56.8
;;;;;62;84.01;37.55;;56.77
;;;;;63;118.02;53.41;;56.77
;;;;;64;109.47;50.77;;56.76
;;;;;65;130.12;26.36;;56.77
;;;;;66;120.55;14.02;;56.78
;;;;;67;77.59;12.73;;56.76
;;;;;68;102.17;15.41;;56.72
;;;;;69;93.92;25.1;;56.7
;;;;;70;104.52;36.09;;56.73
;;;;;71;133.47;40.67;;56.81
;;;;;72;126.68;35.33;;56.88
;;;;;73;99.69;21.65;;56.92
;;;;;74;79;17.89;;56.94
;;;;;75;65.97;18.93;;56.92
;;;;;76;92.69;23.88;;56.9
;;;;;77;104.34;33.39;;56.88
;;;;;78;84.39;35.27;;56.85
