;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";90.97;220.85;5528.98;;0;32.19;19.61;0.05;69.16
"triceps_brachii_long_(right)";55.65;364.09;19046.88;;1;22.82;16.28;;69.86
;;;;;2;17.06;15.68;;69.98
;;;;;3;16.67;14.98;;70.02
;;;;;4;13.1;11.56;;70.32
;;;;;5;12.84;10.09;;70.53
;;;;;6;13.88;10.1;;70.36
;;;;;7;13.89;10.66;;70
;;;;;8;13.53;11.25;;69.61
;;;;;9;14.15;10.92;;69.32
;;;;;10;14.24;9.66;;69.2
;;;;;11;13.76;8.79;;69.24
;;;;;12;12.25;9.71;;69.34
;;;;;13;12.14;10.12;;69.35
;;;;;14;14.08;18.45;;69.26
;;;;;15;65.22;30.73;;69.15
;;;;;16;82.06;33.42;;69.07
;;;;;17;173.41;34.56;;68.97
;;;;;18;199.43;54.02;;68.78
;;;;;19;150.32;364.09;;68.63
;;;;;20;105.08;363.83;;68.62
;;;;;21;42.84;60.96;;68.7
;;;;;22;64.62;46.81;;68.77
;;;;;23;65.1;37.53;;68.8
;;;;;24;83.34;34.57;;68.8
;;;;;25;161.3;31.02;;68.8
;;;;;26;160.9;46.06;;68.79
;;;;;27;116.72;92.65;;68.72
;;;;;28;99.27;94.22;;68.63
;;;;;29;55.84;44.09;;68.57
;;;;;30;62.01;30.94;;68.54
;;;;;31;81.32;37.31;;68.5
;;;;;32;77.87;28.3;;68.47
;;;;;33;119.42;25.82;;68.42
;;;;;34;139.78;37.63;;68.38
;;;;;35;118.57;130.94;;68.39
;;;;;36;93.48;131.7;;68.46
;;;;;37;57.11;38.86;;68.57
;;;;;38;72.24;24.77;;68.64
;;;;;39;71.12;32.65;;68.63
;;;;;40;62.08;45.94;;68.57
;;;;;41;154.7;43.49;;68.49
;;;;;42;186.16;64.34;;68.47
;;;;;43;180.43;247.51;;68.5
;;;;;44;138.44;243.72;;68.43
;;;;;45;38.82;47.71;;68.23
;;;;;46;51.5;32.11;;68.02
;;;;;47;50.58;38.56;;67.9
;;;;;48;32.39;36.63;;67.84
;;;;;49;172.62;36.47;;67.74
;;;;;50;193.94;60.19;;67.61
;;;;;51;136.07;103.61;;67.54
;;;;;52;116.88;96.22;;67.52
;;;;;53;67.76;37.43;;67.5
;;;;;54;101.83;32.55;;67.42
;;;;;55;105.04;53.09;;67.33
;;;;;56;42.22;50.84;;67.32
;;;;;57;173.62;33.13;;67.36
;;;;;58;217.4;55.17;;67.34
;;;;;59;220.85;176.7;;67.27
;;;;;60;179.41;172.25;;67.23
;;;;;61;44.55;34.78;;67.23
;;;;;62;101.67;37.21;;67.15
;;;;;63;100.88;38.29;;66.97
;;;;;64;98.47;23.33;;66.85
;;;;;65;146.23;33.08;;66.88
;;;;;66;139.87;55.41;;66.93
;;;;;67;131.92;128.97;;66.94
;;;;;68;110.2;123.37;;66.93
;;;;;69;58.86;39.89;;66.84
;;;;;70;92.24;38.17;;66.74
;;;;;71;102.53;28.11;;66.76
;;;;;72;130.65;20.43;;66.91
;;;;;73;154.54;28.59;;67.06
;;;;;74;137.13;43.14;;67.13
;;;;;75;148.25;130.59;;67.11
