;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";63.55;137.09;5528.98;;0;19.61;15.03;0.05;61.54
"triceps_brachii_long_(right)";50.55;152.15;19046.88;;1;20.81;16.65;;61.58
;;;;;2;20.24;17.54;;61.62
;;;;;3;19.51;16.31;;61.61
;;;;;4;20.72;16.2;;61.58
;;;;;5;22.07;19.61;;61.52
;;;;;6;20.62;20.73;;61.46
;;;;;7;17.67;19.44;;61.44
;;;;;8;18.65;18.94;;61.45
;;;;;9;19.4;16.53;;61.46
;;;;;10;19.47;15.96;;61.47
;;;;;11;20.75;17.37;;61.5
;;;;;12;21.65;18.18;;61.54
;;;;;13;21.92;16.78;;61.55
;;;;;14;19.04;17.08;;61.52
;;;;;15;18.34;21.48;;61.47
;;;;;16;20.81;23.55;;61.4
;;;;;17;21.19;20.9;;61.33
;;;;;18;20.68;25.01;;61.26
;;;;;19;58.69;36.24;;61.21
;;;;;20;63.03;64;;61.16
;;;;;21;50.35;66.57;;61.1
;;;;;22;85.65;63.37;;61.03
;;;;;23;100.38;62.96;;60.94
;;;;;24;70.87;38.31;;60.87
;;;;;25;43.37;35.05;;60.82
;;;;;26;57.62;144.15;;60.77
;;;;;27;70.94;152.15;;60.71
;;;;;28;89.82;74.95;;60.65
;;;;;29;100.97;56.56;;60.58
;;;;;30;78.39;38.62;;60.52
;;;;;31;52.27;35.37;;60.49
;;;;;32;52.3;48.21;;60.5
;;;;;33;43.58;65.58;;60.53
;;;;;34;52.42;67.06;;60.57
;;;;;35;72.16;60.12;;60.59
;;;;;36;83.03;51.28;;60.58
;;;;;37;71.45;38.18;;60.57
;;;;;38;46.59;49.08;;60.58
;;;;;39;37.82;62.95;;60.6
;;;;;40;62.9;69.11;;60.61
;;;;;41;101.31;64.83;;60.61
;;;;;42;109.36;49.77;;60.62
;;;;;43;76.51;35.02;;60.63
;;;;;44;77.3;52.39;;60.62
;;;;;45;78.12;64.88;;60.6
;;;;;46;84.56;80.01;;60.59
;;;;;47;125.33;84.76;;60.6
;;;;;48;137.09;62.92;;60.62
;;;;;49;102.99;42.68;;60.63
;;;;;50;51.94;41.82;;60.61
;;;;;51;55.32;57.15;;60.57
;;;;;52;62.76;62.88;;60.53
;;;;;53;99;74;;60.48
;;;;;54;122.54;81.25;;60.44
;;;;;55;131.54;97.77;;60.43
;;;;;56;120.02;86.84;;60.43
;;;;;57;81.31;54.16;;60.42
;;;;;58;55.62;61.21;;60.41
;;;;;59;65.19;79.25;;60.39
;;;;;60;112.12;82.71;;60.39
;;;;;61;116.53;65.71;;60.4
;;;;;62;74.74;55.84;;60.42
;;;;;63;69.19;65.31;;60.45
;;;;;64;72.47;70.33;;60.48
;;;;;65;92.84;84.88;;60.48
;;;;;66;115.47;92.14;;60.5
;;;;;67;96.68;64.26;;60.54
;;;;;68;80.72;41.09;;60.58
;;;;;69;91.5;52.65;;60.58
;;;;;70;80.33;57.11;;60.57
;;;;;71;95.14;68.76;;60.55
;;;;;72;121.56;80.36;;60.53
;;;;;73;100.67;64.68;;60.56
;;;;;74;70.71;40.23;;60.6
;;;;;75;62.2;53.68;;60.61
;;;;;76;51.93;64.29;;60.57
;;;;;77;89.81;68.44;;60.53
;;;;;78;114.9;68.45;;60.51
;;;;;79;94.38;54.5;;60.5
;;;;;80;68.27;45.49;;60.48
;;;;;81;55.13;39.9;;60.48
;;;;;82;46.47;36.9;;60.52
;;;;;83;43.79;36.65;;60.56
;;;;;84;43.22;33.02;;60.61
