;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";52.95;187.12;5528.98;;0;26.06;12.44;0.05;67.27
"triceps_brachii_long_(right)";20.14;61.11;19046.88;;1;21.75;11.64;;67.38
;;;;;2;25.08;14.09;;67.51
;;;;;3;30.08;14.54;;67.61
;;;;;4;32.86;13.48;;67.64
;;;;;5;31.68;12.58;;67.65
;;;;;6;26.83;9.77;;67.64
;;;;;7;24;9.76;;67.65
;;;;;8;30.01;20.17;;67.72
;;;;;9;43.06;32.42;;67.83
;;;;;10;36.18;35.18;;67.92
;;;;;11;14.62;31.92;;68
;;;;;12;13.41;28.22;;68.02
;;;;;13;26.61;20.86;;67.89
;;;;;14;33.21;15.08;;67.36
;;;;;15;38.29;15.64;;65.67
;;;;;16;47.54;18.23;;62.95
;;;;;17;50.7;23.52;;61.05
;;;;;18;45.95;22.18;;60.97
;;;;;19;39.29;22.19;;61.79
;;;;;20;47.62;22.11;;62.51
;;;;;21;43.89;15.04;;62.91
;;;;;22;41.18;15.22;;63.14
;;;;;23;38.57;16.54;;63.25
;;;;;24;18.51;14.39;;63.22
;;;;;25;20.7;12.71;;63.21
;;;;;26;50.8;17.44;;63.34
;;;;;27;88.61;21.42;;63.58
;;;;;28;95.55;30.79;;63.82
;;;;;29;78.35;29.94;;64.01
;;;;;30;61.2;18.28;;64.19
;;;;;31;44.19;15.98;;64.33
;;;;;32;43.48;14.02;;64.36
;;;;;33;40.01;19.43;;64.3
;;;;;34;23.32;28.88;;64.2
;;;;;35;11.96;30.85;;64
;;;;;36;25.41;24.29;;63.66
;;;;;37;43.48;17.98;;63.35
;;;;;38;98.67;18.05;;63.09
;;;;;39;127.4;21.94;;62.86
;;;;;40;122.88;26.25;;62.75
;;;;;41;97.85;23.13;;62.64
;;;;;42;60.76;16.79;;62.11
;;;;;43;58.72;15.78;;60.42
;;;;;44;46;17.79;;56.99
;;;;;45;18.14;53.31;;51.88
;;;;;46;20.91;61.11;;44.92
;;;;;47;19.47;35.81;;35.8
;;;;;48;41.97;19.78;;24.73
;;;;;49;65.99;22.37;;11.76
;;;;;50;101.5;24.53;;-3.16
;;;;;51;108.35;25.61;;-20.29
;;;;;52;77.51;22.51;;-36.9
;;;;;53;50.55;16.76;;-47.96
;;;;;54;78.88;16.5;;-53.03
;;;;;55;74.65;14.5;;-55.14
;;;;;56;18.31;27.52;;-56.05
;;;;;57;21.81;44.19;;-56.12
;;;;;58;21.35;39.65;;-55.98
;;;;;59;33.24;21.48;;-55.76
;;;;;60;64.58;19.52;;-55.29
;;;;;61;95.68;20.77;;-54.88
;;;;;62;95.36;21.27;;-54.8
;;;;;63;66.9;21.13;;-54.76
;;;;;64;50.19;16.89;;-54.29
;;;;;65;56.59;13.04;;-53.65
;;;;;66;52.9;11.65;;-53.07
;;;;;67;34.67;15.28;;-52.34
;;;;;68;22.16;24.93;;-51.51
;;;;;69;14.54;29.88;;-50.65
;;;;;70;20.05;23.63;;-49.58
;;;;;71;41.16;16.15;;-47.77
;;;;;72;93.09;17.73;;-44.6
;;;;;73;115.12;18.83;;-39.49
;;;;;74;102.69;19.77;;-32.06
;;;;;75;78.68;16.5;;-23.24
;;;;;76;56.34;13.05;;-14.21
;;;;;77;50.92;13.75;;-5.3
;;;;;78;37.9;14.16;;3.28
;;;;;79;24.09;25.77;;11.23
;;;;;80;21.5;35.97;;18.31
;;;;;81;18.32;38.43;;24.4
;;;;;82;16.93;31.61;;29.66
;;;;;83;31.39;19.25;;34.26
;;;;;84;46.94;15.63;;38.5
;;;;;85;69.95;18.16;;42.79
;;;;;86;78.57;20.59;;47.01
