;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";42.33;121.37;5528.98;;0;12.83;21.43;0.05;73.23
"triceps_brachii_long_(right)";37.27;62.2;19046.88;;1;12.5;21.7;;73.12
;;;;;2;13.33;21.67;;73.03
;;;;;3;13.25;21.64;;72.88
;;;;;4;12.72;22.08;;72.66
;;;;;5;13.14;22.77;;72.39
;;;;;6;14.21;21.99;;72.11
;;;;;7;13.39;20.83;;71.81
;;;;;8;12.8;21.5;;71.52
;;;;;9;13.13;21.66;;71.36
;;;;;10;13.81;21.81;;71.36
;;;;;11;14.22;22.16;;71.44
;;;;;12;12.79;22.37;;71.48
;;;;;13;12.54;22.67;;71.37
;;;;;14;13.03;23.51;;71.17
;;;;;15;15.15;23.47;;70.98
;;;;;16;21.49;24.81;;70.83
;;;;;17;18.26;24.21;;70.68
;;;;;18;9.41;26.34;;70.49
;;;;;19;16.8;37.29;;70.3
;;;;;20;24.99;38.62;;70.17
;;;;;21;65.54;41.2;;70.09
;;;;;22;108.73;47.63;;70.01
;;;;;23;100.05;41.43;;69.9
;;;;;24;46.48;35.12;;69.77
;;;;;25;15.98;34.61;;69.68
;;;;;26;23.71;41.76;;69.61
;;;;;27;22.92;49.38;;69.56
;;;;;28;83.29;49.62;;69.53
;;;;;29;100.22;48.36;;69.52
;;;;;30;78.07;46.98;;69.51
;;;;;31;63.55;40.64;;69.45
;;;;;32;35.86;31.2;;69.34
;;;;;33;14.67;30.05;;69.22
;;;;;34;18.19;40.34;;69.15
;;;;;35;20.34;50.36;;69.13
;;;;;36;28.43;44.16;;69.11
;;;;;37;88.64;54.4;;69.08
;;;;;38;121.37;62.2;;69.04
;;;;;39;98.31;48.73;;68.99
;;;;;40;49.83;39.08;;68.93
;;;;;41;19.37;34.98;;68.89
;;;;;42;13.64;37.39;;68.83
;;;;;43;18.19;48.68;;68.77
;;;;;44;32.12;49.35;;68.7
;;;;;45;78.16;51.28;;68.65
;;;;;46;90.94;51.52;;68.67
;;;;;47;57.96;35.33;;68.73
;;;;;48;21.27;30.16;;68.8
;;;;;49;13.16;39.17;;68.86
;;;;;50;18.51;49.68;;68.88
;;;;;51;33.17;47.17;;68.82
;;;;;52;70.27;43.84;;68.7
;;;;;53;100.86;52.77;;68.58
;;;;;54;88.9;47.41;;68.52
;;;;;55;45;35.05;;68.53
;;;;;56;21.68;33.67;;68.59
;;;;;57;18.93;42.48;;68.65
;;;;;58;14.7;41.77;;68.73
;;;;;59;30.92;33.15;;68.81
;;;;;60;74.87;44.99;;68.83
;;;;;61;113.84;51.02;;68.74
;;;;;62;94.31;41.77;;68.6
;;;;;63;27.96;31.22;;68.54
;;;;;64;14.06;34.48;;68.58
;;;;;65;13.72;45.27;;68.64
;;;;;66;10.36;43.52;;68.63
;;;;;67;45.26;39.51;;68.6
;;;;;68;82.14;48.01;;68.64
;;;;;69;103.31;48.41;;68.71
;;;;;70;80.72;40.77;;68.74
;;;;;71;24.79;35.84;;68.75
;;;;;72;15.2;36.12;;68.75
;;;;;73;21.42;44.7;;68.69
;;;;;74;19.92;43.97;;68.6
;;;;;75;40.68;39.08;;68.54
;;;;;76;67.01;52.26;;68.49
;;;;;77;106.5;54.5;;68.43
;;;;;78;96.52;38.84;;68.39
;;;;;79;31.8;28.75;;68.42
;;;;;80;12.68;32.36;;68.47
;;;;;81;13.98;43.35;;68.48
;;;;;82;15.61;44.15;;68.44
;;;;;83;63.48;41.85;;68.38
;;;;;84;103.99;55.31;;68.33
;;;;;85;106.44;53.92;;68.31
;;;;;86;69.81;37.83;;68.3
;;;;;87;22.93;30.16;;68.31
;;;;;88;15.77;32.47;;68.37
;;;;;89;18.93;45.11;;68.47
;;;;;90;17.79;44.71;;68.59
;;;;;91;64.41;46.71;;68.81
;;;;;92;108.16;53.71;;69.04
;;;;;93;118.65;48.46;;68.82
;;;;;94;88.93;38.94;;66.85
;;;;;95;50.8;30.21;;61.9
;;;;;96;48.37;31.06;;53.55
;;;;;97;43.93;28.99;;41.81
;;;;;98;31.48;26.83;;26.84
;;;;;99;25.07;28.24;;9.52
;;;;;100;23.5;26.61;;-9.34
;;;;;101;23.24;25.13;;-28.91
;;;;;102;21.82;25.04;;-46.05
;;;;;103;19.2;25.27;;-56.58
;;;;;104;20.18;24.48;;-60.95
;;;;;105;22.96;23.77;;-62.92
;;;;;106;24.73;24.22;;-64.01
;;;;;107;26.08;25.77;;-63.82
;;;;;108;31.48;37.72;;-62.86
;;;;;;109;;;-62.02
;;;;;;110;;;-61.02
;;;;;;111;;;-58.56
;;;;;;112;;;-53.64
;;;;;;113;;;-46.44
;;;;;;114;;;-36.8
;;;;;;115;;;-24.83
;;;;;;116;;;-11.48
;;;;;;117;;;2.53
;;;;;;118;;;16.37
;;;;;;119;;;29.38
;;;;;;120;;;41.45
;;;;;;121;;;52.69
;;;;;;122;;;62.87
;;;;;;123;;;71.67
;;;;;;124;;;79.17
;;;;;;125;;;84.92
;;;;;;126;;;88.38
;;;;;;127;;;89.09
;;;;;;128;;;86.84
;;;;;;129;;;82.17
