;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";91.12;207.37;5528.98;;0;24.7;23.69;0.05;62.41
"triceps_brachii_long_(right)";50.67;134.47;19046.88;;1;22.25;19.86;;62.39
;;;;;2;21.94;18.58;;62.41
;;;;;3;20.73;18.07;;62.48
;;;;;4;19.2;16.33;;62.59
;;;;;5;17.99;15.93;;62.71
;;;;;6;18.94;15.18;;62.85
;;;;;7;20.38;14.84;;62.98
;;;;;8;20.86;15.07;;63.09
;;;;;9;20.36;15.95;;63.2
;;;;;10;18.69;16.11;;63.31
;;;;;11;18.27;16.22;;63.37
;;;;;12;20.26;17.45;;63.39
;;;;;13;20.74;19.84;;63.38
;;;;;14;115.33;17.93;;63.37
;;;;;15;142.26;20.7;;63.36
;;;;;16;88.72;60.2;;63.38
;;;;;17;123.58;61.37;;63.41
;;;;;18;177.07;38.78;;63.43
;;;;;19;163.23;53.86;;63.41
;;;;;20;118.13;52.73;;63.41
;;;;;21;75.8;35.24;;63.41
;;;;;22;72.09;22.3;;63.41
;;;;;23;78.42;52.31;;63.4
;;;;;24;54.24;71.34;;63.39
;;;;;25;141.18;54.72;;63.4
;;;;;26;177.71;61.57;;63.43
;;;;;27;152.06;68.27;;63.44
;;;;;28;143.47;79.18;;63.41
;;;;;29;107.63;72.41;;63.37
;;;;;30;89.33;24.34;;63.33
;;;;;31;83.54;64.62;;63.34
;;;;;32;91.09;71.43;;63.38
;;;;;33;144.67;59.62;;63.4
;;;;;34;154.74;70.46;;63.41
;;;;;35;174.96;59.26;;63.4
;;;;;36;162.51;46.81;;63.33
;;;;;37;89.99;37.86;;63.24
;;;;;38;71.32;27.44;;63.17
;;;;;39;60.15;43.96;;63.12
;;;;;40;33.55;78.75;;63.1
;;;;;41;84.24;72.7;;63.1
;;;;;42;104.47;50.65;;63.09
;;;;;43;120.7;56.49;;63.03
;;;;;44;111.87;51.47;;62.95
;;;;;45;61.38;44.73;;62.88
;;;;;46;59.9;24.23;;62.86
;;;;;47;61.53;24.24;;62.88
;;;;;48;57.92;68.76;;62.91
;;;;;49;76.46;68.97;;62.95
;;;;;50;115.21;50.5;;62.98
;;;;;51;124;56.28;;62.98
;;;;;52;95.75;52.78;;62.97
;;;;;53;69.4;45.8;;62.96
;;;;;54;69.63;23.73;;62.92
;;;;;55;59.53;19.67;;62.86
;;;;;56;62.71;76.06;;62.83
;;;;;57;120.34;134.47;;62.83
;;;;;58;150.13;115.03;;62.84
;;;;;59;135.21;44.48;;62.87
;;;;;60;106.55;55.03;;62.9
;;;;;61;94.3;45.95;;62.94
;;;;;62;84.58;26.86;;63.03
;;;;;63;62.42;56.62;;63.16
;;;;;64;55.54;85.88;;63.28
;;;;;65;96.64;92.8;;63.37
;;;;;66;138.48;74.34;;63.42
;;;;;67;140.25;52;;63.45
;;;;;68;110.19;52.91;;63.51
;;;;;69;85.39;44.24;;63.57
;;;;;70;74.03;25.32;;63.6
;;;;;71;62.08;52.66;;63.63
;;;;;72;95.57;82.66;;63.7
;;;;;73;199.05;83.89;;63.9
;;;;;74;207.37;63.8;;63.95
;;;;;75;144.3;52.12;;62.33
;;;;;76;143.1;64.97;;57.63
;;;;;77;113.95;59.33;;49.9
;;;;;78;76.18;26.79;;39.28
;;;;;79;61.55;19.23;;25.02
;;;;;80;48.61;84.96;;8.62
;;;;;81;53.77;85.2;;-7.21
;;;;;82;85.23;61.26;;-21.08
;;;;;83;124.82;79.4;;-32.91
;;;;;84;135.29;69.19;;-40.42
;;;;;85;117.96;76.22;;-43.13
;;;;;86;96.85;64.94;;-43.88
;;;;;87;83.62;28.43;;-43.32
;;;;;88;67.51;85.27;;-42.1
;;;;;89;39.89;84.98;;-40.68
;;;;;90;124.99;57.61;;-38.88
;;;;;91;168.85;74.49;;-36.11
;;;;;92;189.75;60.54;;-31.81
;;;;;93;181.88;64.38;;-26.09
;;;;;94;120.17;69.79;;-19.09
;;;;;95;77.02;48.05;;-10.26
;;;;;96;63.18;38.51;;-0.12
;;;;;97;51.2;39.1;;9.91
;;;;;98;44.38;33.05;;19.4
;;;;;99;38.91;31.64;;28.46
;;;;;100;25.43;31.65;;36.95
;;;;;;101;;;44.56
;;;;;;102;;;50.9
;;;;;;103;;;55.81
;;;;;;104;;;59.72
;;;;;;105;;;62.51
;;;;;;106;;;63.82
;;;;;;107;;;64.24
;;;;;;108;;;64.61
;;;;;;109;;;65.17
;;;;;;110;;;65.34
;;;;;;111;;;64.63
;;;;;;112;;;62.44
;;;;;;113;;;58.09
;;;;;;114;;;51.46
;;;;;;115;;;42.82
;;;;;;116;;;32.77
;;;;;;117;;;20.93
;;;;;;118;;;7.84
;;;;;;119;;;-4.71
;;;;;;120;;;-16
;;;;;;121;;;-25.61
;;;;;;122;;;-33.82
;;;;;;123;;;-41.09
;;;;;;124;;;-46.62
;;;;;;125;;;-49.78
;;;;;;126;;;-50.97
;;;;;;127;;;-50.57
;;;;;;128;;;-48.9
;;;;;;129;;;-45.94
;;;;;;130;;;-41.54
;;;;;;131;;;-35.87
;;;;;;132;;;-29.4
;;;;;;133;;;-22.28
;;;;;;134;;;-14.72
;;;;;;135;;;-6.92
;;;;;;136;;;1.08
;;;;;;137;;;8.94
;;;;;;138;;;16.46
;;;;;;139;;;23.8
;;;;;;140;;;31.7
;;;;;;141;;;39.62
;;;;;;142;;;46.21
;;;;;;143;;;51.21
;;;;;;144;;;54.86
;;;;;;145;;;56.97
;;;;;;146;;;58.16
;;;;;;147;;;59.57
;;;;;;148;;;60.9
;;;;;;149;;;61.82
;;;;;;150;;;62.09
;;;;;;151;;;60.84
;;;;;;152;;;56.84
;;;;;;153;;;49.63
;;;;;;154;;;40.49
;;;;;;155;;;30.07
