;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";66.11;164.23;5528.98;;0;24.61;9.16;0.05;67.79
"triceps_brachii_long_(right)";31.66;99.11;19046.88;;1;23.56;9.12;;68.16
;;;;;2;21.49;9.04;;68.58
;;;;;3;22.31;9.42;;68.94
;;;;;4;25.5;10.11;;69.17
;;;;;5;24.79;8.95;;69.26
;;;;;6;23.2;8.76;;69.31
;;;;;7;22.52;9.31;;69.38
;;;;;8;22.18;8.68;;69.49
;;;;;9;24.09;8.8;;69.58
;;;;;10;23.2;9.03;;69.6
;;;;;11;23.5;8.37;;69.54
;;;;;12;24.34;8.24;;69.43
;;;;;13;24.61;8.45;;69.34
;;;;;14;26.04;8.48;;69.28
;;;;;15;24.5;8.9;;69.29
;;;;;16;23.27;9.93;;69.42
;;;;;17;24.79;13.88;;69.63
;;;;;18;68.18;22.67;;69.79
;;;;;19;81.58;42.75;;69.89
;;;;;20;85.18;47.07;;69.9
;;;;;21;129.02;50.36;;69.79
;;;;;22;121.67;45.12;;69.68
;;;;;23;62.87;23.98;;69.67
;;;;;24;49.07;30.13;;69.74
;;;;;25;67.51;33.7;;69.82
;;;;;26;75.66;43.72;;69.85
;;;;;27;117.47;40.75;;69.81
;;;;;28;109.21;23.33;;69.74
;;;;;29;35.47;23.38;;69.64
;;;;;30;50.8;25.96;;69.56
;;;;;31;87;34.9;;69.51
;;;;;32;97.47;51.16;;69.47
;;;;;33;164.23;48.97;;69.39
;;;;;34;153.64;29.45;;69.28
;;;;;35;33.99;19.48;;69.2
;;;;;36;52.3;20.09;;69.19
;;;;;37;80.44;30.89;;69.29
;;;;;38;96.35;49.98;;69.43
;;;;;39;154.21;50.97;;69.52
;;;;;40;138.79;38.09;;69.52
;;;;;41;31.05;28.4;;69.47
;;;;;42;47.04;24.24;;69.4
;;;;;43;86.78;39.24;;69.35
;;;;;44;104.17;45.46;;69.32
;;;;;45;103.5;40.14;;69.33
;;;;;46;77.72;26.38;;69.3
;;;;;47;33.76;15.59;;69.21
;;;;;48;28.11;16.93;;69.17
;;;;;49;59.51;90.16;;69.29
;;;;;50;101.84;99.11;;69.44
;;;;;51;149.08;64.22;;69.48
;;;;;52;126.32;51;;69.39
;;;;;53;39.25;20.93;;69.27
;;;;;54;36.58;33.03;;69.21
;;;;;55;56.82;48.98;;69.2
;;;;;56;80.77;48.97;;69.21
;;;;;57;81.13;46.47;;69.23
;;;;;58;118.14;40.16;;69.25
;;;;;59;111.29;23.66;;69.27
;;;;;60;40.01;20.86;;69.26
;;;;;61;27.35;31.29;;69.22
;;;;;62;79.53;45.19;;69.19
;;;;;63;92.05;47.69;;69.22
;;;;;64;113.2;42.18;;69.29
;;;;;65;104.33;31.67;;69.35
;;;;;66;35.54;18.49;;69.38
;;;;;67;35.21;38.77;;69.38
;;;;;68;77.99;49.74;;69.35
;;;;;69;101.73;47.33;;69.29
;;;;;70;82.22;47;;69.21
;;;;;71;52.72;38.27;;69.14
;;;;;72;38.21;21.89;;69.13
;;;;;73;32.11;35.03;;69.11
;;;;;74;91.36;53.9;;69.04
;;;;;75;100.35;46.81;;68.97
;;;;;76;141.39;65.08;;68.93
;;;;;77;140.21;72.81;;68.89
;;;;;78;48.65;41.66;;68.86
;;;;;79;31.7;20.79;;68.88
;;;;;80;30.5;17.88;;68.96
;;;;;81;30.07;17.15;;69.06
;;;;;82;30.43;16.85;;69.1
;;;;;83;31.19;16.98;;69.07
;;;;;84;18.17;9.11;;69.03
;;;;;;85;;;69.05
;;;;;;86;;;69.15
;;;;;;87;;;69.27
;;;;;;88;;;69.27
;;;;;;89;;;69.14
;;;;;;90;;;69.02
;;;;;;91;;;69.04
;;;;;;92;;;69.17
;;;;;;93;;;69.01
;;;;;;94;;;66.09
;;;;;;95;;;56.53
;;;;;;96;;;39.94
;;;;;;97;;;19.91
;;;;;;98;;;-0.84
;;;;;;99;;;-20.22
;;;;;;100;;;-35.1
;;;;;;101;;;-44.67
;;;;;;102;;;-49.5
;;;;;;103;;;-49.07
;;;;;;104;;;-43.35
;;;;;;105;;;-32.67
;;;;;;106;;;-17.99
;;;;;;107;;;-2.25
;;;;;;108;;;13.43
;;;;;;109;;;29.06
;;;;;;110;;;43.08
;;;;;;111;;;54.93
;;;;;;112;;;64.78
;;;;;;113;;;72.1
