;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";87.14;173.3;5528.98;;0;39.64;116.87;0.05;-62.91
"triceps_brachii_long_(right)";114.1;198.7;19046.88;;1;37.46;115.07;;-65.28
;;;;;2;36.16;109.96;;-67.26
;;;;;3;33.95;109.33;;-68.87
;;;;;4;34.86;109.91;;-70.2
;;;;;5;35.74;111.93;;-71.18
;;;;;6;43.56;109.93;;-71.95
;;;;;7;105.27;107.03;;-72.45
;;;;;8;133.39;124.97;;-72.62
;;;;;9;135.26;153.69;;-72.7
;;;;;10;115.93;144.21;;-72.88
;;;;;11;80.39;110.77;;-73.2
;;;;;12;72.49;99.07;;-73.52
;;;;;13;61;97.77;;-73.66
;;;;;14;60.11;98.99;;-73.47
;;;;;15;66.14;97.03;;-73.21
;;;;;16;67.05;96.21;;-73
;;;;;17;56.39;99.05;;-72.64
;;;;;18;55.78;100.22;;-72.18
;;;;;19;61.11;97.87;;-71.8
;;;;;20;62.15;95.76;;-71.52
;;;;;21;61.19;95.19;;-71.26
;;;;;22;58.92;95.34;;-71.02
;;;;;23;58.52;95.31;;-70.77
;;;;;24;56.9;97.85;;-70.44
;;;;;25;50.92;99.55;;-70.15
;;;;;26;51.24;98.86;;-69.93
;;;;;27;54.63;101.38;;-69.68
;;;;;28;53.48;102.82;;-69.39
;;;;;29;54.05;97.48;;-68.97
;;;;;30;58.15;96.42;;-68.45
;;;;;31;57.74;97.37;;-68.09
;;;;;32;55.17;97.96;;-67.91
;;;;;33;54.79;97.84;;-67.65
;;;;;34;82.61;124.77;;-67.29
;;;;;35;100.1;144.1;;-66.92
;;;;;36;105.16;175.02;;-66.45
;;;;;37;113.13;198.7;;-65.88
;;;;;38;139.62;158.64;;-65.33
;;;;;39;146.56;128.02;;-64.51
;;;;;40;152.08;145.66;;-62.53
;;;;;41;158.15;139.58;;-59.13
;;;;;42;123.67;114.21;;-53.72
;;;;;43;112.33;120.42;;-44.66
;;;;;44;102.03;112.93;;-31.85
;;;;;45;67.24;104.5;;-16.01
;;;;;46;85.64;138.81;;1.41
;;;;;47;105.94;125.91;;18.15
;;;;;48;108.31;90.51;;33.46
;;;;;49;100.96;101.11;;46.83
;;;;;50;117.93;119.14;;57.89
;;;;;51;151.01;148.06;;66.38
;;;;;52;139.53;152.15;;72.11
;;;;;53;96.45;127.09;;74.98
;;;;;54;80.22;114.43;;76.03
;;;;;55;84.27;106.33;;76.85
;;;;;56;72.1;86.65;;77.58
