;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";92.74;180.71;5528.98;;0;33.72;9.88;0.05;57.3
"triceps_brachii_long_(right)";35.36;83.57;19046.88;;1;33.73;10.83;;57.35
;;;;;2;32.09;10.78;;57.38
;;;;;3;31.32;11;;57.34
;;;;;4;31.26;12.02;;57.16
;;;;;5;33.05;11.81;;56.96
;;;;;6;33.65;11.5;;56.86
;;;;;7;35.2;11.11;;56.83
;;;;;8;34.29;12.03;;56.79
;;;;;9;38.07;13.28;;56.73
;;;;;10;39.98;23.03;;56.73
;;;;;11;106.14;33.65;;56.74
;;;;;12;117.78;34.45;;56.75
;;;;;13;98.19;49.8;;56.79
;;;;;14;148.04;56.58;;56.9
;;;;;15;135.61;37.31;;56.98
;;;;;16;67.56;21.35;;57.01
;;;;;17;53.95;23.15;;57.02
;;;;;18;59.46;24.4;;57.03
;;;;;19;83.47;38.25;;57.06
;;;;;20;131.38;43.1;;57.09
;;;;;21;126.4;31.7;;57.09
;;;;;22;76.43;19.48;;57.08
;;;;;23;55.58;21.94;;57.11
;;;;;24;65.91;29.51;;57.14
;;;;;25;96.04;43.56;;57.14
;;;;;26;145.88;55.96;;57.13
;;;;;27;142.56;47.72;;57.16
;;;;;28;90.72;25.71;;57.21
;;;;;29;102.73;20.87;;57.25
;;;;;30;123.61;22.7;;57.26
;;;;;31;116.57;36.54;;57.25
;;;;;32;108.7;44.88;;57.25
;;;;;33;132.54;45.55;;57.27
;;;;;34;123.87;36.7;;57.29
;;;;;35;62.17;24.5;;57.27
;;;;;36;34.26;22.28;;57.18
;;;;;37;65.03;38.58;;57.1
;;;;;38;95.16;68.82;;57.09
;;;;;39;172.75;77.92;;57.11
;;;;;40;179.13;55.89;;57.16
;;;;;41;109.18;26.2;;57.23
;;;;;42;66.83;20.81;;57.31
;;;;;43;68.11;38.31;;57.38
;;;;;44;91.23;61.39;;57.42
;;;;;45;134;59.57;;57.41
;;;;;46;148.22;38.06;;57.35
;;;;;47;100.62;25.92;;57.26
;;;;;48;56.57;20.92;;57.23
;;;;;49;45.54;23.54;;57.29
;;;;;50;94.79;52.69;;57.35
;;;;;51;163.58;76.19;;57.34
;;;;;52;150.76;62.61;;57.3
;;;;;53;77.5;21.6;;57.32
;;;;;54;58.3;22.82;;57.38
;;;;;55;52.55;21.55;;57.49
;;;;;56;64.45;31.43;;57.64
;;;;;57;102.35;53.35;;57.75
;;;;;58;122.8;55.28;;57.38
;;;;;59;99.16;35.2;;54.67
;;;;;60;81.21;16.78;;47.5
;;;;;61;71.78;16.29;;36.27
;;;;;62;90.07;32.91;;21.62
;;;;;63;120.8;47.97;;4.43
;;;;;64;142.46;61.1;;-11.41
;;;;;65;128.06;51.91;;-23.08
;;;;;66;74.68;32.25;;-30.71
;;;;;67;49.52;31.53;;-34.88
;;;;;68;57.76;40.93;;-35.63
;;;;;69;109.79;80.11;;-32.52
;;;;;70;180.71;83.57;;-25.99
;;;;;71;179.06;52.7;;-17.09
;;;;;72;119.92;33.35;;-7.52
;;;;;73;93.73;23.47;;1.75
;;;;;74;85.69;26.82;;11.53
;;;;;75;105.53;32.77;;22.04
;;;;;76;149.38;40.68;;33.12
;;;;;;77;;;44.28
;;;;;;78;;;53.92
;;;;;;79;;;60.48
;;;;;;80;;;63.56
;;;;;;81;;;63.75
;;;;;;82;;;61.64
;;;;;;83;;;57.87
;;;;;;84;;;52.96
;;;;;;85;;;47.69
;;;;;;86;;;41.73
;;;;;;87;;;33.85
;;;;;;88;;;24
;;;;;;89;;;12.82
;;;;;;90;;;2.39
;;;;;;91;;;-6.17
;;;;;;92;;;-12.78
;;;;;;93;;;-18.12
;;;;;;94;;;-23.35
;;;;;;95;;;-27.67
;;;;;;96;;;-30.11
;;;;;;97;;;-29.76
;;;;;;98;;;-26.19
;;;;;;99;;;-19.69
;;;;;;100;;;-11.92
;;;;;;101;;;-3.86
;;;;;;102;;;4.74
;;;;;;103;;;13.69
;;;;;;104;;;21.93
;;;;;;105;;;28.91
;;;;;;106;;;35.51
;;;;;;107;;;42.04
;;;;;;108;;;48.58
;;;;;;109;;;54.66
;;;;;;110;;;59.29
;;;;;;111;;;62.02
;;;;;;112;;;62.54
;;;;;;113;;;60.63
;;;;;;114;;;56.73
;;;;;;115;;;52.01
;;;;;;116;;;46.98
;;;;;;117;;;41.28
;;;;;;118;;;34.56
;;;;;;119;;;26.74
;;;;;;120;;;18.27
;;;;;;121;;;9.4
;;;;;;122;;;1.92
;;;;;;123;;;-4.72
;;;;;;124;;;-10.71
;;;;;;125;;;-15.19
;;;;;;126;;;-19.55
;;;;;;127;;;-23.02
;;;;;;128;;;-24.49
;;;;;;129;;;-23.29
;;;;;;130;;;-19.11
;;;;;;131;;;-13.09
;;;;;;132;;;-7.12
;;;;;;133;;;-1.13
;;;;;;134;;;5.47
;;;;;;135;;;12.49
;;;;;;136;;;19.62
;;;;;;137;;;26.57
;;;;;;138;;;33.37
;;;;;;139;;;40.25
;;;;;;140;;;47.41
;;;;;;141;;;53.77
;;;;;;142;;;58.37
;;;;;;143;;;61.12
;;;;;;144;;;61.93
;;;;;;145;;;60.41
;;;;;;146;;;56.42
;;;;;;147;;;50.74
;;;;;;148;;;43.65
;;;;;;149;;;35.74
;;;;;;150;;;28.27
;;;;;;151;;;21.58
;;;;;;152;;;14.32
;;;;;;153;;;7.56
;;;;;;154;;;1.8
;;;;;;155;;;-3.85
;;;;;;156;;;-8.46
;;;;;;157;;;-12.5
;;;;;;158;;;-16.24
;;;;;;159;;;-18.8
;;;;;;160;;;-19.12
;;;;;;161;;;-16.65
