;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";104.07;462.73;5528.98;;0;24.96;63.25;0.05;78.17
"triceps_brachii_long_(right)";110.66;263.41;19046.88;;1;21.74;63.76;;77.9
;;;;;2;24.64;65.08;;77.79
;;;;;3;26.64;67.65;;77.78
;;;;;4;25.08;67.34;;77.68
;;;;;5;24.38;66.93;;77.42
;;;;;6;23.76;68.95;;77.07
;;;;;7;24.38;71.42;;76.71
;;;;;8;24.7;69.3;;76.51
;;;;;9;25.43;70.5;;76.56
;;;;;10;26.34;72.16;;76.81
;;;;;11;24.18;68.88;;77.03
;;;;;12;21.89;66.34;;77.06
;;;;;13;24;69;;76.93
;;;;;14;25.12;71.76;;76.81
;;;;;15;23.81;70.23;;76.77
;;;;;16;21.41;69.92;;76.82
;;;;;17;21.72;73.01;;76.97
;;;;;18;24.82;72.42;;77.15
;;;;;19;25.7;73.28;;77.32
;;;;;20;52.46;106.19;;77.38
;;;;;21;83.05;147.52;;77.32
;;;;;22;102.42;196.79;;77.24
;;;;;23;194.11;179.64;;77.26
;;;;;24;316.73;125.53;;77.51
;;;;;25;277.86;136.99;;77.93
;;;;;26;105.16;128.57;;78.29
;;;;;27;89.49;96.32;;78.43
;;;;;28;78.28;83.57;;78.35
;;;;;29;33.12;81.98;;78.19
;;;;;30;83.42;112.32;;78.01
;;;;;31;98.42;146.23;;77.89
;;;;;32;89.08;195.9;;77.89
;;;;;33;146.11;192.74;;77.93
;;;;;34;232.34;141.21;;77.94
;;;;;35;248.39;144.86;;77.93
;;;;;36;172.29;139.36;;78
;;;;;37;97.27;110.55;;78.14
;;;;;38;93.58;77.73;;78.29
;;;;;39;75.28;80.92;;78.38
;;;;;40;41.6;78.38;;78.37
;;;;;41;44.71;106.91;;78.26
;;;;;42;84.67;142.09;;78.14
;;;;;43;88.21;136.52;;78.08
;;;;;44;63.17;147.73;;78.06
;;;;;45;130.44;144.94;;78.06
