;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";55.05;161.1;5528.98;;0;28.02;5.64;0.05;77.98
"triceps_brachii_long_(right)";25.01;124.22;19046.88;;1;29.75;6.01;;77.91
;;;;;2;38.54;8.33;;77.9
;;;;;3;46.74;22.79;;77.91
;;;;;4;55.15;23.11;;77.91
;;;;;5;63.7;10.57;;77.87
;;;;;6;72.73;9.54;;77.83
;;;;;7;62.97;9.06;;77.78
;;;;;8;43.58;8.16;;77.74
;;;;;9;50.12;8.1;;77.73
;;;;;10;43.33;8.55;;77.7
;;;;;11;27.25;7.44;;77.65
;;;;;12;27.69;6.86;;77.56
;;;;;13;29.62;6.71;;77.49
;;;;;14;29.34;6.02;;77.48
;;;;;15;27.31;5.91;;77.49
;;;;;16;28.14;5.86;;77.44
;;;;;17;30.09;6.13;;77.32
;;;;;18;27.11;6.45;;77.06
;;;;;19;24.31;6.16;;76.61
;;;;;20;28.75;6.01;;75.98
;;;;;21;29;6.48;;74.79
;;;;;22;27.13;6.21;;71.08
;;;;;23;27.15;6.17;;62.87
;;;;;24;28.35;7.19;;50.99
;;;;;25;29.74;7.45;;38.21
;;;;;26;29.39;7.12;;28.98
;;;;;27;31.38;32.35;;25.41
;;;;;28;72.56;119.83;;24.91
;;;;;29;73.75;116.95;;25.18
;;;;;30;45.73;31.35;;25.7
;;;;;31;90.84;34.19;;26.28
;;;;;32;111.75;28.87;;27.02
;;;;;33;86.38;20.99;;27.81
;;;;;34;51.12;14.03;;28.72
;;;;;35;35.82;10.72;;30.66
;;;;;36;30.1;11.94;;34.25
;;;;;37;38.46;20.05;;38.99
;;;;;38;41.62;19.62;;43.62
;;;;;39;36.56;26.5;;47.2
;;;;;40;29.69;52.41;;49.93
;;;;;41;21.13;52.57;;52.48
;;;;;42;60.26;31.18;;54.89
;;;;;43;134.69;35.49;;56.53
;;;;;44;127.76;32.56;;57.18
;;;;;45;53.34;13.36;;57.3
;;;;;46;49.95;8.81;;57.53
;;;;;47;41.41;6.8;;58.13
;;;;;48;36.92;12.39;;58.82
;;;;;49;32.58;16.15;;59.36
;;;;;50;43.12;20.15;;60
;;;;;51;43.36;35.98;;61.26
;;;;;52;36.38;41.55;;63.08
;;;;;53;59.91;34.06;;64.58
;;;;;54;74.63;26.82;;65.4
;;;;;55;75.5;20.42;;66.35
;;;;;56;65.38;16.26;;68.32
;;;;;57;49.13;11.77;;70.85
;;;;;58;36.32;6.93;;72.63
;;;;;59;36.21;11.08;;73.14
;;;;;60;47.81;12.53;;72.91
;;;;;61;45.49;21.24;;72.72
;;;;;62;42.37;61.03;;72.81
;;;;;63;43.53;65.45;;72.96
;;;;;64;79.99;38.59;;72.87
;;;;;65;105.5;28.93;;72.61
;;;;;66;109.42;20.43;;72.48
;;;;;67;99.15;14.28;;72.39
;;;;;68;71.39;10.73;;72.07
;;;;;69;50.88;7.49;;71.64
;;;;;70;43.24;7.14;;71.46
;;;;;71;49.87;14.65;;71.68
;;;;;72;46.54;14.46;;72.06
;;;;;73;37.88;11.74;;72.32
;;;;;74;30.09;30.83;;72.43
;;;;;75;18.85;39.83;;72.37
;;;;;76;44.93;33.74;;72.26
;;;;;77;75.07;27.01;;72.25
;;;;;78;77.5;23.73;;72.22
;;;;;79;71.37;17.21;;72
;;;;;80;62.71;10.2;;71.5
;;;;;81;44.04;6.69;;70.78
;;;;;82;39.62;6.4;;70.08
;;;;;83;44.24;7.96;;69.59
;;;;;84;41.21;8.28;;69.27
;;;;;85;31.02;45.51;;69.1
;;;;;86;34.18;88.72;;68.98
;;;;;87;37.27;124.22;;68.92
;;;;;88;61.89;102.69;;68.96
;;;;;89;91.84;33.9;;69.03
;;;;;90;88.87;17.88;;69.14
;;;;;91;59.35;12.46;;69.34
;;;;;92;48.11;7.57;;69.49
;;;;;93;60.52;6.63;;69.51
;;;;;94;63.69;7.2;;69.49
;;;;;95;51.42;11.06;;69.47
;;;;;96;37.3;63.78;;69.44
;;;;;97;29.91;86.67;;69.4
;;;;;98;37.76;63.97;;69.29
;;;;;99;113.63;35.29;;69.06
;;;;;100;119.77;30.33;;68.77
;;;;;101;60.78;18.34;;68.44
;;;;;102;64.18;13.09;;68.14
;;;;;103;60.07;9.54;;68.04
;;;;;104;36.49;10.58;;68.17
;;;;;105;29.6;15.61;;68.47
;;;;;106;29.92;17.41;;68.77
;;;;;107;36.09;21.94;;69.07
;;;;;108;33.73;48.18;;69.35
;;;;;109;29.31;69.16;;69.56
;;;;;110;25.87;72.25;;69.73
;;;;;111;71.18;55.4;;69.87
