;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";129.66;246.97;5528.98;;0;117.69;12.46;0.05;81.66
"triceps_brachii_long_(right)";36.31;90.66;19046.88;;1;121.29;11.13;;81.14
;;;;;2;125.44;9.61;;80.84
;;;;;3;122.06;10.33;;80.56
;;;;;4;119.37;11.88;;80.27
;;;;;5;119.02;11.27;;80.06
;;;;;6;120.13;10.38;;79.91
;;;;;7;119.52;11.33;;79.74
;;;;;8;119.63;10.69;;79.61
;;;;;9;119.81;9.65;;79.56
;;;;;10;120.02;9.93;;79.56
;;;;;11;120.13;10.63;;79.51
;;;;;12;121.67;12.15;;79.45
;;;;;13;122.22;13.2;;79.35
;;;;;14;119.13;13.23;;79.23
;;;;;15;119.67;13.03;;79.07
;;;;;16;123.11;12.67;;78.73
;;;;;17;121.44;12.78;;78.38
;;;;;18;117.85;12.13;;78.19
;;;;;19;118.17;12.04;;78.14
;;;;;20;119.71;11.82;;78.14
;;;;;21;118.46;11.12;;78.16
;;;;;22;117.51;12.14;;78.21
;;;;;23;117.78;11.24;;78.29
;;;;;24;119.46;9.42;;78.34
;;;;;25;122.12;10.47;;78.29
;;;;;26;118.35;11.47;;78.11
;;;;;27;116.52;11.5;;77.89
;;;;;28;121.39;12.49;;77.7
;;;;;29;123.73;12.17;;77.56
;;;;;30;123.53;10.68;;77.47
;;;;;31;122.7;10.59;;77.42
;;;;;32;121.14;12.36;;77.33
;;;;;33;120.82;12.77;;77.22
;;;;;34;124.11;11.38;;77.12
;;;;;35;121.87;10.78;;77.06
;;;;;36;120.3;12.13;;77.04
;;;;;37;122.86;24.85;;77.05
;;;;;38;134.83;56.39;;77.09
;;;;;39;119.05;88.7;;77.13
;;;;;40;97.9;89.91;;77.08
;;;;;41;115.64;69.52;;76.97
;;;;;42;153.31;71.88;;76.84
;;;;;43;165.82;69.04;;76.67
;;;;;44;138.42;46.57;;76.47
;;;;;45;124.19;30.03;;76.36
;;;;;46;123.22;25.8;;76.4
;;;;;47;100.43;33.7;;76.57
;;;;;48;81.38;42.82;;76.8
;;;;;49;140.75;56.06;;76.94
;;;;;50;189.07;64.15;;76.94
;;;;;51;184.82;58.02;;76.77
;;;;;52;145.12;49.41;;76.49
;;;;;53;120.84;52.52;;76.18
;;;;;54;125.64;48.13;;75.96
;;;;;55;96.12;41.35;;75.9
;;;;;56;42.3;53.89;;75.98
;;;;;57;113.54;58.82;;76.16
;;;;;58;208.94;70.79;;76.24
;;;;;59;228.6;73.14;;76.06
;;;;;60;167.51;54.12;;75.75
;;;;;61;125.17;37.95;;75.43
;;;;;62;122.34;37.82;;75.09
;;;;;63;85.79;51.11;;74.68
;;;;;64;52.53;47.27;;74.41
;;;;;65;105.88;36.66;;74.57
;;;;;66;180.78;56.84;;74.99
;;;;;67;220.22;72.63;;75.33
;;;;;68;180.92;57.3;;75.43
