;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";72.01;158.06;5528.98;;0;38.67;25.76;0.05;60.92
"triceps_brachii_long_(right)";44.92;146.06;19046.88;;1;40.24;28.33;;61.25
;;;;;2;26.53;26.11;;61.69
;;;;;3;23;20.25;;62.31
;;;;;4;22.8;22.32;;63.17
;;;;;5;24.03;23.97;;64.07
;;;;;6;25.87;22.88;;64.82
;;;;;7;25.67;22.47;;65.43
;;;;;8;22.77;19.55;;66.11
;;;;;9;20.45;18.35;;66.77
;;;;;10;21.06;18.66;;67.25
;;;;;11;24.02;19.99;;67.46
;;;;;12;21.92;20.07;;67.34
;;;;;13;21.94;20.08;;67.08
;;;;;14;22.35;19.19;;66.87
;;;;;15;20.01;19.26;;66.71
;;;;;16;19.98;20.48;;66.61
;;;;;17;19.66;20.3;;66.58
;;;;;18;21.97;19.66;;66.56
;;;;;19;22.95;19.08;;66.53
;;;;;20;21.66;19.48;;66.49
;;;;;21;22.38;19.41;;66.45
;;;;;22;22.11;21.27;;66.37
;;;;;23;22.01;22.39;;66.28
;;;;;24;24.37;20.69;;66.18
;;;;;25;27.1;23.74;;66.11
;;;;;26;31.17;27.99;;66.08
;;;;;27;108.68;25.26;;66.05
;;;;;28;122.84;95;;66.05
;;;;;29;67.36;146.06;;66.03
;;;;;30;40.45;114.8;;66.01
;;;;;31;95.63;29.97;;66
;;;;;32;151.78;42.18;;65.95
;;;;;33;135.42;50.67;;65.87
;;;;;34;71.11;42.94;;65.78
;;;;;35;52.73;37.27;;65.7
;;;;;36;42.98;28.21;;65.63
;;;;;37;60.45;17.44;;65.53
;;;;;38;63.24;16.33;;65.45
;;;;;39;36.19;18.76;;65.42
;;;;;40;36.1;18.12;;65.43
;;;;;41;87.65;15.74;;65.44
;;;;;42;114.04;21.48;;65.38
;;;;;43;103.86;31.14;;65.25
;;;;;44;80.97;36.95;;65.19
;;;;;45;69.27;45.36;;65.23
;;;;;46;61.9;49.98;;65.29
;;;;;47;45.26;36.99;;65.33
;;;;;48;47.02;18.46;;65.31
;;;;;49;47.77;18.69;;65.29
;;;;;50;76.41;24.81;;65.3
;;;;;51;73.76;24.74;;65.32
;;;;;52;37.84;19.47;;65.33
;;;;;53;105.07;24.02;;65.36
;;;;;54;126.51;24.56;;65.42
;;;;;55;106.91;29.43;;65.46
;;;;;56;104.03;47.2;;65.47
;;;;;57;85.07;52.24;;65.47
;;;;;58;61.1;41.04;;65.47
;;;;;59;51.09;25.31;;65.49
;;;;;60;64.72;24.64;;65.52
;;;;;61;76.34;35.65;;65.54
;;;;;62;56.04;60.66;;65.52
;;;;;63;32.84;73.3;;65.48
;;;;;64;109.55;55.27;;65.4
;;;;;65;157.53;52.68;;65.29
;;;;;66;158.06;63.07;;65.21
;;;;;67;123.76;54.31;;65.19
;;;;;68;90.34;54.98;;65.24
;;;;;69;77.31;49.34;;65.31
;;;;;70;71.1;30.26;;65.35
;;;;;71;71.75;22.56;;65.34
;;;;;72;45.68;86.19;;65.3
;;;;;73;29.14;116.62;;65.24
;;;;;74;65.47;82.59;;65.16
;;;;;75;99.21;44.08;;65.1
;;;;;76;119.91;46.43;;65.16
;;;;;77;115.57;44.14;;65.31
;;;;;78;110.02;63.61;;65.47
;;;;;79;98.29;62.36;;65.53
;;;;;80;63.65;40.09;;65.5
;;;;;81;65.88;25.65;;65.43
;;;;;82;68.59;15.48;;65.39
;;;;;83;58.02;25.98;;65.43
;;;;;84;46.61;92.19;;65.51
;;;;;85;33.04;122.55;;65.58
;;;;;86;65.44;86.29;;65.68
;;;;;87;103.4;31.64;;65.82
;;;;;88;107.99;38.04;;65.95
;;;;;89;99.05;36.67;;66.02
;;;;;90;90.41;32.66;;66.01
;;;;;91;89.91;33.42;;66
;;;;;92;81.36;40.85;;66.01
;;;;;93;51.04;36.53;;66.01
;;;;;94;61.14;20.57;;66.02
;;;;;95;69.25;23.92;;66.09
;;;;;96;51.12;76.95;;66.17
;;;;;97;71.13;75.67;;66.2
;;;;;98;110.96;39.32;;66.17
;;;;;99;116.1;45.87;;66
;;;;;100;116.82;49.32;;65.79
;;;;;101;111.01;56.99;;65.64
;;;;;102;86.27;52.38;;65.58
;;;;;103;80.25;37.21;;65.63
;;;;;104;84.38;23.27;;65.71
;;;;;105;115.76;42.57;;65.76
;;;;;106;101.6;94.75;;65.76
;;;;;107;73.97;91.24;;65.77
;;;;;108;118.26;55.46;;65.8
;;;;;109;132.41;78.8;;65.82
;;;;;110;106.78;67.34;;65.82
;;;;;111;85.54;36.62;;65.87
;;;;;112;99.11;59.74;;65.98
;;;;;113;83.82;54.66;;66.08
;;;;;114;54.77;18.03;;66.17
;;;;;115;70.49;19.69;;66.26
;;;;;116;68.54;24.38;;66.32
;;;;;117;44.48;80.63;;66.34
;;;;;118;30.72;119.23;;66.35
;;;;;119;103.98;92.46;;66.34
;;;;;120;134.62;81.59;;66.3
;;;;;121;119.81;87.31;;66.25
;;;;;122;101.47;41.81;;66.21
;;;;;123;100.64;35.32;;66.17
;;;;;124;117.06;57.3;;66.16
;;;;;125;97.9;65.46;;66.2
;;;;;126;76.68;47.07;;66.26
;;;;;127;83.82;22.76;;66.29
;;;;;128;83.3;20.1;;66.27
;;;;;129;66.95;50.04;;66.26
;;;;;130;46.89;133.02;;66.28
;;;;;131;56.63;142.85;;66.34
;;;;;132;74.92;82.6;;66.38
;;;;;133;114.35;71.21;;66.31
;;;;;134;115.54;62.13;;66.17
;;;;;135;97.05;34.5;;66.1
;;;;;136;152.26;47.25;;66.22
;;;;;137;151.63;54.64;;66.46
;;;;;138;90.09;63.05;;66.66
;;;;;139;66.47;59.64;;66.64
;;;;;140;56.12;46.79;;66.09
;;;;;141;50.56;43.1;;64.5
;;;;;142;40.95;33.89;;61.5
;;;;;143;36.12;30.73;;56.48
;;;;;144;36.29;29.77;;48.46
;;;;;;145;;;37.25
;;;;;;146;;;23.72
;;;;;;147;;;7.96
;;;;;;148;;;-9.33
;;;;;;149;;;-25.11
;;;;;;150;;;-37.29
;;;;;;151;;;-45.66
;;;;;;152;;;-50.24
;;;;;;153;;;-52.3
;;;;;;154;;;-53.78
;;;;;;155;;;-54.75
;;;;;;156;;;-54.28
;;;;;;157;;;-52.58
;;;;;;158;;;-50.23
;;;;;;159;;;-47.26
;;;;;;160;;;-43.87
;;;;;;161;;;-39.94
;;;;;;162;;;-35.12
;;;;;;163;;;-29.56
;;;;;;164;;;-23.91
;;;;;;165;;;-17.97
;;;;;;166;;;-11.09
;;;;;;167;;;-3.26
;;;;;;168;;;5.03
;;;;;;169;;;13.47
;;;;;;170;;;22.21
;;;;;;171;;;31.55
;;;;;;172;;;40.99
;;;;;;173;;;49.18
;;;;;;174;;;55.15
;;;;;;175;;;59.01
;;;;;;176;;;61.45
;;;;;;177;;;62.89
;;;;;;178;;;63.83
;;;;;;179;;;64.47
