;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";128.04;266.58;5528.98;;0;153.39;63.36;0.05;41.21
"triceps_brachii_long_(right)";43.08;123.53;19046.88;;1;150.6;45.44;;50.01
;;;;;2;135.31;18.11;;58.91
;;;;;3;120.94;12.11;;67.42
;;;;;4;111.94;10.75;;75.07
;;;;;5;112.46;9.33;;81.91
;;;;;6;114.23;9.44;;87.87
;;;;;7;112.9;9.14;;92.83
;;;;;8;113.55;9.28;;97.19
;;;;;9;113.79;9.36;;101.14
;;;;;10;112.24;8.53;;103.65
;;;;;11;112.86;9.19;;104.08
;;;;;12;113.81;9.62;;102.85
;;;;;13;111.85;8.96;;100.86
;;;;;14;109.46;8.57;;99.04
;;;;;15;108.49;8.07;;97.66
;;;;;16;109.41;7.96;;97.08
;;;;;17;112.28;8.6;;97.24
;;;;;18;112.74;9.86;;97.49
;;;;;19;112.34;9.71;;97.57
;;;;;20;111.66;13.12;;97.55
;;;;;21;114.59;49.57;;97.47
;;;;;22;131.63;119.12;;97.36
;;;;;23;106.88;123.53;;97.25
;;;;;24;37.69;74.61;;97.09
;;;;;25;86.3;52.59;;96.87
;;;;;26;148.52;39.64;;96.65
;;;;;27;166.96;61.8;;96.56
;;;;;28;198.92;67.93;;96.57
;;;;;29;195.94;47.31;;96.65
;;;;;30;138.46;30.38;;96.74
;;;;;31;120.25;32.16;;96.74
;;;;;32;131.22;36.03;;96.61
;;;;;33;142.95;52.81;;96.34
;;;;;34;104.34;70.1;;95.99
;;;;;35;29.18;68.07;;95.64
;;;;;36;93.74;58.11;;95.39
;;;;;37;132.24;51.64;;95.24
;;;;;38;203.35;66.01;;95.12
;;;;;39;245.02;79.83;;94.98
;;;;;40;190.18;65.55;;94.78
;;;;;41;119.73;38.93;;94.57
;;;;;42;112.33;30.69;;94.4
;;;;;43;108.21;32.42;;94.27
;;;;;44;112.16;28.14;;94.21
;;;;;45;134.43;39.73;;94.14
;;;;;46;110.08;55.32;;94.04
;;;;;47;34.56;54.56;;93.91
;;;;;48;132.63;59.05;;93.78
;;;;;49;172.83;69.08;;93.7
;;;;;50;184.02;81.62;;93.65
;;;;;51;194.51;78.51;;93.62
;;;;;52;162.52;61.22;;93.58
;;;;;53;133.18;46.2;;93.51
;;;;;54;121.96;41.91;;93.4
;;;;;55;126.62;39.06;;93.24
;;;;;56;131.77;33.77;;93.02
;;;;;57;98.48;53.51;;92.77
;;;;;58;38.88;62.27;;92.48
;;;;;59;101.33;52.4;;92.15
;;;;;60;163.44;39.06;;91.76
;;;;;61;221.25;62.65;;91.26
;;;;;62;215.24;70.34;;90.66
;;;;;63;154.21;47.26;;90.04
;;;;;64;129.38;27.08;;89.49
;;;;;65;132.63;27.28;;88.99
;;;;;66;145.86;28.59;;88.54
;;;;;67;141.74;36.45;;88.19
;;;;;68;105.53;69.21;;87.92
;;;;;69;47.42;82.64;;87.74
;;;;;70;26.51;63.82;;87.74
;;;;;71;127.06;51.35;;87.91
;;;;;72;188.57;66.05;;88.13
;;;;;73;262.84;85.52;;88.3
;;;;;74;252.75;76.38;;88.35
;;;;;75;149.91;42.26;;88.25
;;;;;76;118.92;29.98;;88.06
;;;;;77;112.95;44.39;;87.87
;;;;;78;122.38;47.86;;87.73
;;;;;79;112.88;59.07;;87.66
;;;;;80;67.92;67.88;;87.6
;;;;;81;22.49;52.99;;87.52
;;;;;82;54.17;39.02;;87.42
;;;;;83;123.59;42.47;;87.31
;;;;;84;202.73;60.34;;87.2
;;;;;85;224.01;81.58;;87.06
;;;;;86;196.02;77.2;;86.92
;;;;;87;152.48;45.68;;86.84
;;;;;88;117.42;30.27;;86.86
;;;;;89;120.07;30.37;;86.93
;;;;;90;118.37;28.59;;86.96
;;;;;91;86.04;27.74;;86.83
;;;;;92;33.36;30.38;;86.54
;;;;;93;36.03;34.5;;86.16
;;;;;94;100.64;44.7;;85.84
;;;;;95;158.21;55.6;;85.67
;;;;;96;266.58;69.9;;85.67
;;;;;97;265.44;64.06;;85.78
;;;;;98;163.88;34.92;;85.87
;;;;;99;140.93;26.58;;85.88
;;;;;100;132.14;35.67;;85.77
;;;;;101;137.39;37.27;;85.58
;;;;;102;105.1;47.86;;85.38
;;;;;103;40.18;57.46;;85.23
;;;;;104;18.78;61.29;;85.14
;;;;;105;120.01;70.22;;85.06
;;;;;106;179.48;65.01;;85.01
;;;;;107;192.45;68.13;;85.17
;;;;;108;170.49;72.75;;85.73
;;;;;109;132.05;52.2;;86.7
;;;;;110;118.78;25.02;;87.3
;;;;;111;122.74;28.91;;84.49
;;;;;112;133.05;28.57;;74.73
;;;;;113;113.4;25.95;;58.27
;;;;;114;63.87;39.56;;38.63
;;;;;115;29.96;43.99;;17.24
;;;;;116;109.88;41.14;;-6.38
;;;;;117;163.96;42.77;;-30.8
;;;;;118;164.16;54.64;;-50.2
;;;;;119;173.33;54.26;;-59.73
;;;;;120;181.24;41.64;;-63.76
;;;;;121;150.7;29.76;;-66
;;;;;122;128.68;24.32;;-66.36
;;;;;123;126.1;28.64;;-66.72
;;;;;124;170.22;38.98;;-67.35
;;;;;125;158.34;44.79;;-67.62
;;;;;126;63.94;37.8;;-67.74
;;;;;127;29.53;38.15;;-68.28
;;;;;128;79.67;44.95;;-69.13
;;;;;129;149.67;51.54;;-69.78
;;;;;130;177.36;66.3;;-70.07
;;;;;131;181;63.54;;-69.6
;;;;;132;161.44;40.97;;-67.86
;;;;;133;121.18;27.08;;-63.76
;;;;;134;114.71;26.84;;-56.57
;;;;;135;116.83;30.21;;-46.94
;;;;;136;116.29;28.34;;-35.54
;;;;;137;115.16;25.84;;-22.54
;;;;;138;113.55;24.47;;-7.86
;;;;;139;112.08;25.2;;8.07
;;;;;140;112.18;26.14;;24.22
;;;;;141;111.26;24.05;;39.19
;;;;;142;110.37;22.86;;51.84
;;;;;143;110.84;25.81;;62.4
;;;;;144;110.5;25.39;;72.36
;;;;;145;109.32;22.35;;82.82
;;;;;146;109.44;25.35;;92.38
;;;;;147;109.58;26.38;;99.41
;;;;;148;109.44;23.12;;101.55
;;;;;;149;;;99.64
;;;;;;150;;;97.74
;;;;;;151;;;96.44
;;;;;;152;;;95.51
;;;;;;153;;;95.09
;;;;;;154;;;95.01
;;;;;;155;;;94.98
;;;;;;156;;;94.9
;;;;;;157;;;94.96
;;;;;;158;;;95.26
;;;;;;159;;;95.71
;;;;;;160;;;96.21
;;;;;;161;;;96.72
;;;;;;162;;;96.97
;;;;;;163;;;96.42
;;;;;;164;;;94.3
;;;;;;165;;;89.31
;;;;;;166;;;80.31
;;;;;;167;;;67.01
;;;;;;168;;;50.16
;;;;;;169;;;30.6
;;;;;;170;;;9.33
;;;;;;171;;;-11.66
;;;;;;172;;;-31.37
;;;;;;173;;;-49.1
;;;;;;174;;;-63.95
;;;;;;175;;;-73.98
;;;;;;176;;;-78.57
;;;;;;177;;;-80.49
;;;;;;178;;;-81.1
;;;;;;179;;;-80.58
;;;;;;180;;;-79.31
;;;;;;181;;;-78.15
;;;;;;182;;;-77.42
;;;;;;183;;;-76.65
;;;;;;184;;;-76.26
;;;;;;185;;;-76.63
;;;;;;186;;;-77.08
;;;;;;187;;;-77.1
;;;;;;188;;;-76.33
;;;;;;189;;;-73.5
;;;;;;190;;;-67.28
;;;;;;191;;;-58.49
;;;;;;192;;;-47.5
;;;;;;193;;;-33.82
;;;;;;194;;;-18.51
;;;;;;195;;;-3.02
;;;;;;196;;;11.4
;;;;;;197;;;24.06
;;;;;;198;;;35.3
;;;;;;199;;;45.83
;;;;;;200;;;56.22
;;;;;;201;;;66.73
;;;;;;202;;;77.33
;;;;;;203;;;86.63
;;;;;;204;;;93.16
;;;;;;205;;;97.32
;;;;;;206;;;98.94
;;;;;;207;;;98.2
;;;;;;208;;;96.67
;;;;;;209;;;95.31
;;;;;;210;;;94.37
;;;;;;211;;;93.83
;;;;;;212;;;93.79
;;;;;;213;;;94.21
;;;;;;214;;;94.77
;;;;;;215;;;95.29
;;;;;;216;;;95.64
;;;;;;217;;;95.8
;;;;;;218;;;95.81
;;;;;;219;;;95.73
;;;;;;220;;;95.53
;;;;;;221;;;95.21
;;;;;;222;;;94.91
;;;;;;223;;;94.71
;;;;;;224;;;94.01
;;;;;;225;;;91.93
;;;;;;226;;;87.58
;;;;;;227;;;79.84
;;;;;;228;;;68.13
;;;;;;229;;;53
;;;;;;230;;;35.5
;;;;;;231;;;16.46
;;;;;;232;;;-3.38
;;;;;;233;;;-22.48
;;;;;;234;;;-39.35
;;;;;;235;;;-52.98
;;;;;;236;;;-61.87
;;;;;;237;;;-66.38
;;;;;;238;;;-69.01
;;;;;;239;;;-70.73
;;;;;;240;;;-71.26
;;;;;;241;;;-70.88
;;;;;;242;;;-70.22
;;;;;;243;;;-69.62
;;;;;;244;;;-69.04
;;;;;;245;;;-68.37
;;;;;;246;;;-67.68
;;;;;;247;;;-65.93
;;;;;;248;;;-60.64
;;;;;;249;;;-51.72
;;;;;;250;;;-41.18
;;;;;;251;;;-29.24
;;;;;;252;;;-15.57
;;;;;;253;;;-0.72
;;;;;;254;;;14.52
;;;;;;255;;;28.99
;;;;;;256;;;41.68
;;;;;;257;;;52.55
;;;;;;258;;;62.73
;;;;;;259;;;73.05
;;;;;;260;;;82.65
;;;;;;261;;;91.11
;;;;;;262;;;100.38
;;;;;;263;;;108.08
;;;;;;264;;;108.66
;;;;;;265;;;103.87
;;;;;;266;;;98.59
;;;;;;267;;;95.06
;;;;;;268;;;94.13
;;;;;;269;;;94.92
;;;;;;270;;;95.93
;;;;;;271;;;96.63
;;;;;;272;;;97.13
;;;;;;273;;;97.59
;;;;;;274;;;98.12
;;;;;;275;;;98.5
;;;;;;276;;;98.21
;;;;;;277;;;96.98
;;;;;;278;;;94.83
;;;;;;279;;;91.4
;;;;;;280;;;86.14
;;;;;;281;;;78.82
;;;;;;282;;;69.42
;;;;;;283;;;58.14
;;;;;;284;;;44.67
;;;;;;285;;;29.77
;;;;;;286;;;13.84
