;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";76.34;169.85;5528.98;;0;37.72;16.63;0.05;57.9
"triceps_brachii_long_(right)";58.24;166.78;19046.88;;1;39.06;17.19;;57.98
;;;;;2;44.2;19.48;;58.06
;;;;;3;46.52;20.96;;58.13
;;;;;4;42.01;18.98;;58.09
;;;;;5;42.13;17.12;;57.96
;;;;;6;44.09;16.52;;57.82
;;;;;7;45.89;19.25;;57.77
;;;;;8;48.7;20.69;;57.81
;;;;;9;43.28;18.41;;57.9
;;;;;10;37.33;18.65;;58
;;;;;11;44.22;19.55;;58.07
;;;;;12;41.2;19.33;;58.11
;;;;;13;36.25;18.59;;58.17
;;;;;14;45.71;17.45;;58.27
;;;;;15;47.62;19.42;;58.41
;;;;;16;40.32;19.22;;58.58
;;;;;17;43.23;22.47;;58.71
;;;;;18;49.81;39.51;;58.81
;;;;;19;51.37;98.26;;58.87
;;;;;20;74.03;166.78;;58.89
;;;;;21;130.05;144.47;;58.92
;;;;;22;169.85;68.88;;58.93
;;;;;23;153.37;67.67;;58.91
;;;;;24;99.17;43.49;;58.92
;;;;;25;52.29;35.73;;58.93
;;;;;26;79.83;39.06;;58.93
;;;;;27;89.52;74.86;;58.92
;;;;;28;92.22;108.08;;58.9
;;;;;29;158.6;110.25;;58.88
;;;;;30;156.54;83.62;;58.92
;;;;;31;89.99;57.96;;59.04
;;;;;32;51.96;43.52;;59.17
;;;;;33;48.15;20.93;;59.25
;;;;;34;76.55;20.61;;59.26
;;;;;35;70.33;142.68;;59.25
;;;;;36;51.86;159.98;;59.26
;;;;;37;99.33;88.81;;59.33
;;;;;38;115.78;61.41;;59.42
;;;;;39;79.56;41.59;;59.45
;;;;;40;37.6;23.07;;59.43
;;;;;41;41.13;17.91;;59.37
;;;;;42;55.28;54.51;;59.3
;;;;;43;55.21;114.87;;59.27
;;;;;44;137.54;125.13;;59.27
;;;;;45;168.58;89.84;;59.31
;;;;;46;114.35;70.14;;59.35
;;;;;47;59.86;51.92;;59.37
;;;;;48;44.13;26.74;;59.34
;;;;;49;50.24;23.05;;59.29
