;rms_mean_(µV);mvc_(µV);mvc_h_(µV);;frames_(0.25s);rms_biceps_brachii_(right)_(µV);rms_triceps_brachii_long_(right)_(µV);angles_window;angles_biceps_brachii_(right)_triceps_brachii_long_(right)
"biceps_brachii_(right)";67.22;209.12;5528.98;;0;26.52;29.17;0.05;75.57
"triceps_brachii_long_(right)";43.15;73.48;19046.88;;1;26.93;29.93;;75.34
;;;;;2;27.22;28.71;;75.06
;;;;;3;27.09;28.42;;74.85
;;;;;4;26.46;28.83;;74.72
;;;;;5;25.38;29.63;;74.58
;;;;;6;26.3;29.43;;74.46
;;;;;7;27.04;28.84;;74.4
;;;;;8;26.29;29.69;;74.38
;;;;;9;25.62;30.87;;74.35
;;;;;10;26.36;31.37;;74.3
;;;;;11;26.97;29.01;;74.25
;;;;;12;26.76;27.17;;74.26
;;;;;13;25.76;31.82;;74.27
;;;;;14;31.17;46.3;;74.28
;;;;;15;43.22;66.32;;74.31
;;;;;16;99.94;69.15;;74.32
;;;;;17;139.74;61.26;;74.33
;;;;;18;117.19;50.76;;74.34
;;;;;19;62.83;34.36;;74.38
;;;;;20;44.58;27.08;;74.45
;;;;;21;56.65;31.18;;74.55
;;;;;22;58.33;40.98;;74.65
;;;;;23;54.77;45.83;;74.75
;;;;;24;91.58;52.4;;74.86
;;;;;25;209.12;61.52;;74.95
;;;;;26;199.26;55.92;;74.99
;;;;;27;63.69;47.46;;74.96
;;;;;28;49.73;39.85;;74.9
;;;;;29;46.19;46.15;;74.85
;;;;;30;52.33;54.56;;74.81
;;;;;31;47.18;59.94;;74.76
;;;;;32;64.54;67.54;;74.73
;;;;;33;146.97;70.81;;74.71
;;;;;34;144.51;68.84;;74.72
;;;;;35;90.95;57.47;;74.78
;;;;;36;77.54;42.89;;74.83
;;;;;37;42.92;28.64;;74.86
;;;;;38;46.76;42.33;;74.9
;;;;;39;32.33;56.01;;74.95
;;;;;40;55.94;60.37;;75
;;;;;41;103.62;65.04;;75.05
;;;;;42;108.27;62.3;;75.06
;;;;;43;75.95;51.56;;75.02
;;;;;44;48.27;47.68;;74.92
;;;;;45;41.58;49.15;;74.81
;;;;;46;47.34;46.16;;74.74
;;;;;47;36.49;39.03;;74.75
;;;;;48;89.22;45.4;;74.8
;;;;;49;144.17;54.31;;74.84
;;;;;50;127.52;47.12;;74.84
;;;;;51;72.29;42.88;;74.84
;;;;;52;54.6;44.02;;74.9
;;;;;53;45.51;39.96;;75.04
;;;;;54;45.35;41.28;;75.22
;;;;;55;37.52;36.33;;75.4
;;;;;56;102.02;39.23;;75.53
;;;;;57;147.71;53.83;;75.54
;;;;;58;120.23;56.47;;75.39
;;;;;59;94.72;69.35;;75.2
;;;;;60;106.59;71.63;;75.06
;;;;;61;76.31;50.01;;75.03
;;;;;62;48.02;47.63;;75.07
;;;;;63;47.51;53.98;;75.08
;;;;;64;72.85;51.28;;74.99
;;;;;65;145.82;73.48;;74.83
;;;;;66;138.92;70.16;;74.64
;;;;;67;84.54;34.37;;74.49
;;;;;68;75.82;28.82;;74.39
;;;;;69;51;38.81;;74.33
;;;;;70;49.97;45.75;;74.28
;;;;;71;37.83;36.86;;74.24
;;;;;72;73.39;52.32;;74.21
;;;;;73;92.66;67.53;;74.16
;;;;;74;74.5;56.9;;74.11
;;;;;75;58.76;40.92;;74.05
;;;;;76;46.86;34.88;;73.81
;;;;;77;46.52;40.91;;72.43
;;;;;78;47.42;39.97;;67.64
;;;;;79;40.59;30.4;;57.83
;;;;;80;132.49;39.63;;43.82
;;;;;81;139.37;43.05;;26.77
;;;;;82;78.58;39.87;;7.35
;;;;;83;70.86;36.43;;-13.98
;;;;;84;74.62;33.86;;-36.25
;;;;;85;68.4;34.09;;-55.2
;;;;;86;44.95;36.36;;-65.22
;;;;;87;54.82;33.97;;-67.36
;;;;;88;139.68;42.44;;-66.88
;;;;;89;159.19;54.54;;-65.58
;;;;;90;96.38;47.96;;-63.49
;;;;;91;56.71;37.5;;-60.2
;;;;;92;46.03;31.23;;-53.65
;;;;;93;38.71;25.77;;-42.09
;;;;;94;37.81;25.58;;-26.16
;;;;;95;34.64;27.78;;-7.54
;;;;;96;33.18;27.21;;11.32
;;;;;97;30.8;25.09;;27.91
;;;;;98;30.7;26.71;;41.22
;;;;;99;30.42;26.55;;51.59
;;;;;100;31.66;26.28;;59.69
;;;;;101;31.52;26.11;;65.76
;;;;;102;31.3;25.99;;70.19
;;;;;103;32.86;28.07;;73.59
;;;;;104;33.15;31.82;;76.19
;;;;;;105;;;77.86
;;;;;;106;;;78.6
;;;;;;107;;;78.27
;;;;;;108;;;76.68
;;;;;;109;;;73.82
;;;;;;110;;;69.5
;;;;;;111;;;63.5
;;;;;;112;;;56.84
;;;;;;113;;;50.41
;;;;;;114;;;43.99
;;;;;;115;;;37.43
;;;;;;116;;;30.59
;;;;;;117;;;23.01
;;;;;;118;;;14.34
;;;;;;119;;;4.16
;;;;;;120;;;-8.06
;;;;;;121;;;-21.96
;;;;;;122;;;-36.72
;;;;;;123;;;-49.8
;;;;;;124;;;-58.62
;;;;;;125;;;-62.94
;;;;;;126;;;-64.06
;;;;;;127;;;-63.61
;;;;;;128;;;-62.71
;;;;;;129;;;-61.48
;;;;;;130;;;-58.76
;;;;;;131;;;-54.16
;;;;;;132;;;-47.71
;;;;;;133;;;-38.85
;;;;;;134;;;-27.06
;;;;;;135;;;-12.79
;;;;;;136;;;2.61
;;;;;;137;;;17.68
;;;;;;138;;;30.99
;;;;;;139;;;41.87
;;;;;;140;;;51.04
;;;;;;141;;;59.35
;;;;;;142;;;66.59
;;;;;;143;;;71.66
;;;;;;144;;;74.87
;;;;;;145;;;77.36
;;;;;;146;;;79.44
;;;;;;147;;;81.23
;;;;;;148;;;82.51
;;;;;;149;;;82.97
;;;;;;150;;;82.71
;;;;;;151;;;82.05
;;;;;;152;;;81.12
;;;;;;153;;;79.64
;;;;;;154;;;76.85
;;;;;;155;;;71.6
;;;;;;156;;;63.27
;;;;;;157;;;52.08
;;;;;;158;;;38.74
;;;;;;159;;;24.59
;;;;;;160;;;10.48
;;;;;;161;;;-3.83
;;;;;;162;;;-18.16
;;;;;;163;;;-31.43
;;;;;;164;;;-42.21
;;;;;;165;;;-50.59
;;;;;;166;;;-57.77
;;;;;;167;;;-63.32
;;;;;;168;;;-66.05
;;;;;;169;;;-66.1
;;;;;;170;;;-64.81
;;;;;;171;;;-62.51
;;;;;;172;;;-58.99
;;;;;;173;;;-52.71
;;;;;;174;;;-42.19
;;;;;;175;;;-28.23
;;;;;;176;;;-11.99
;;;;;;177;;;5.52
;;;;;;178;;;22.85
;;;;;;179;;;38.55
;;;;;;180;;;51.46
;;;;;;181;;;61.41
;;;;;;182;;;69.27
;;;;;;183;;;75.4
;;;;;;184;;;79.9
;;;;;;185;;;83.06
;;;;;;186;;;84.24
;;;;;;187;;;83.65
;;;;;;188;;;82.91
;;;;;;189;;;82.25
;;;;;;190;;;81.03
;;;;;;191;;;79.01
;;;;;;192;;;75.83
;;;;;;193;;;71.07
;;;;;;194;;;64.82
;;;;;;195;;;57.51
;;;;;;196;;;49.3
;;;;;;197;;;40.2
;;;;;;198;;;30.21
;;;;;;199;;;19.28
;;;;;;200;;;7.49
;;;;;;201;;;-5.1
;;;;;;202;;;-18.64
;;;;;;203;;;-33.11
;;;;;;204;;;-46.09
;;;;;;205;;;-54.73
;;;;;;206;;;-59.92
;;;;;;207;;;-63.46
;;;;;;208;;;-65.94
;;;;;;209;;;-67.54
;;;;;;210;;;-67.44
;;;;;;211;;;-65.18
;;;;;;212;;;-60.97
;;;;;;213;;;-55.03
;;;;;;214;;;-47.19
;;;;;;215;;;-36.64
;;;;;;216;;;-22.96
;;;;;;217;;;-7.2
;;;;;;218;;;8.7
;;;;;;219;;;23.71
;;;;;;220;;;37.7
;;;;;;221;;;50.35
;;;;;;222;;;61.11
;;;;;;223;;;69.74
;;;;;;224;;;76.54
;;;;;;225;;;82.05
;;;;;;226;;;86.2
;;;;;;227;;;88.88
;;;;;;228;;;90.39
;;;;;;229;;;90.96
;;;;;;230;;;90.73
;;;;;;231;;;89.92
;;;;;;232;;;88.44
;;;;;;233;;;85.29
;;;;;;234;;;78.29
;;;;;;235;;;67.09
;;;;;;236;;;53.45
;;;;;;237;;;37.77
;;;;;;238;;;20.9
;;;;;;239;;;4.59
;;;;;;240;;;-10.66
;;;;;;241;;;-25.65
;;;;;;242;;;-40.22
;;;;;;243;;;-52.12
;;;;;;244;;;-59.79
;;;;;;245;;;-64.36
;;;;;;246;;;-67.63
;;;;;;247;;;-70.72
;;;;;;248;;;-72.82
;;;;;;249;;;-72
;;;;;;250;;;-68.86
;;;;;;251;;;-65.48
;;;;;;252;;;-61.29
;;;;;;253;;;-54.32
;;;;;;254;;;-44.52
;;;;;;255;;;-31.91
;;;;;;256;;;-16.27
;;;;;;257;;;1.53
;;;;;;258;;;18.95
;;;;;;259;;;34.1
;;;;;;260;;;46.81
;;;;;;261;;;57.29
;;;;;;262;;;65.76
;;;;;;263;;;72.4
;;;;;;264;;;77.39
;;;;;;265;;;80.59
;;;;;;266;;;82.45
;;;;;;267;;;84.07
;;;;;;268;;;85.62
;;;;;;269;;;86.83
;;;;;;270;;;87.76
;;;;;;271;;;88.21
;;;;;;272;;;87.63
;;;;;;273;;;85.49
;;;;;;274;;;81.64
;;;;;;275;;;76.54
;;;;;;276;;;70.2
;;;;;;277;;;61.88
;;;;;;278;;;51.42
;;;;;;279;;;39.31
;;;;;;280;;;26.46
;;;;;;281;;;13.65
;;;;;;282;;;0.98
;;;;;;283;;;-11.68
;;;;;;284;;;-25.08
;;;;;;285;;;-39.81
;;;;;;286;;;-53.85
;;;;;;287;;;-63.42
;;;;;;288;;;-67.56
;;;;;;289;;;-68.17
;;;;;;290;;;-67.24
;;;;;;291;;;-65.64
;;;;;;292;;;-62.56
;;;;;;293;;;-57.22
;;;;;;294;;;-49.43
;;;;;;295;;;-39
;;;;;;296;;;-26.31
;;;;;;297;;;-12.07
;;;;;;298;;;3.15
;;;;;;299;;;19.06
;;;;;;300;;;34.66
;;;;;;301;;;48.17
;;;;;;302;;;58.65
;;;;;;303;;;66.21
;;;;;;304;;;71.97
;;;;;;305;;;77.62
;;;;;;306;;;83.52
;;;;;;307;;;88.48
;;;;;;308;;;91.73
;;;;;;309;;;93.17
;;;;;;310;;;92.99
;;;;;;311;;;91.95
;;;;;;312;;;91
;;;;;;313;;;90.32
;;;;;;314;;;89.51
;;;;;;315;;;87.78
;;;;;;316;;;83.96
;;;;;;317;;;77.39
;;;;;;318;;;68.23
;;;;;;319;;;56.24
;;;;;;320;;;41.46
;;;;;;321;;;25.68
;;;;;;322;;;9.97
;;;;;;323;;;-5.78
;;;;;;324;;;-21.31
;;;;;;325;;;-37.25
;;;;;;326;;;-51.93
;;;;;;327;;;-61.73
;;;;;;328;;;-66.01
;;;;;;329;;;-66.62
;;;;;;330;;;-65.69
;;;;;;331;;;-64.24
;;;;;;332;;;-62.21
;;;;;;333;;;-59.17
;;;;;;334;;;-54.1
;;;;;;335;;;-46.3
;;;;;;336;;;-35.84
;;;;;;337;;;-21.93
;;;;;;338;;;-5.28
;;;;;;339;;;11.19
;;;;;;340;;;25.92
;;;;;;341;;;38.49
;;;;;;342;;;48.84
;;;;;;343;;;56.96
;;;;;;344;;;62.75
;;;;;;345;;;66.69
;;;;;;346;;;69.2
;;;;;;347;;;70.42
;;;;;;348;;;70.91
;;;;;;349;;;71.13
;;;;;;350;;;71.27
;;;;;;351;;;71.27
;;;;;;352;;;70.82
;;;;;;353;;;69.45
;;;;;;354;;;66.75
;;;;;;355;;;62.5
;;;;;;356;;;56.24
;;;;;;357;;;47.38
;;;;;;358;;;35.96
;;;;;;359;;;22.62
;;;;;;360;;;8.24
;;;;;;361;;;-6.41
;;;;;;362;;;-21.58
;;;;;;363;;;-38.25
;;;;;;364;;;-54.65
;;;;;;365;;;-67.12
;;;;;;366;;;-73.16
;;;;;;367;;;-73.88
;;;;;;368;;;-72.68
;;;;;;369;;;-70.85
;;;;;;370;;;-68.71
;;;;;;371;;;-66.72
;;;;;;372;;;-64.34
;;;;;;373;;;-60.39
;;;;;;374;;;-53.46
;;;;;;375;;;-42.81
;;;;;;376;;;-29.18
;;;;;;377;;;-14.33
;;;;;;378;;;0.44
;;;;;;379;;;14.78
;;;;;;380;;;28.31
;;;;;;381;;;40.21
;;;;;;382;;;50.06
;;;;;;383;;;58.29
;;;;;;384;;;65.36
;;;;;;385;;;71.33
;;;;;;386;;;76.2
;;;;;;387;;;80.16
;;;;;;388;;;82.74
;;;;;;389;;;83.73
;;;;;;390;;;83.93
;;;;;;391;;;83.91
;;;;;;392;;;83.38
;;;;;;393;;;81.83
;;;;;;394;;;78.91
;;;;;;395;;;73.89
;;;;;;396;;;65.76
;;;;;;397;;;54.43
;;;;;;398;;;40.53
;;;;;;399;;;24.68
;;;;;;400;;;7.76
;;;;;;401;;;-9.4
;;;;;;402;;;-26.47
;;;;;;403;;;-43.01
;;;;;;404;;;-56.58
;;;;;;405;;;-64.67
;;;;;;406;;;-67.32
;;;;;;407;;;-67.45
;;;;;;408;;;-67.05
;;;;;;409;;;-65.81
;;;;;;410;;;-63.93
;;;;;;411;;;-61.47
;;;;;;412;;;-57.48
;;;;;;413;;;-50.71
;;;;;;414;;;-41.35
;;;;;;415;;;-30.4
;;;;;;416;;;-18.22
;;;;;;417;;;-5.32
;;;;;;418;;;7.72
;;;;;;419;;;19.93
;;;;;;420;;;30.09
;;;;;;421;;;38.2
;;;;;;422;;;45.01
;;;;;;423;;;51.04
;;;;;;424;;;56.37
;;;;;;425;;;60.77
;;;;;;426;;;64.06
;;;;;;427;;;66.57
;;;;;;428;;;68.8
;;;;;;429;;;70.68
;;;;;;430;;;72.13
;;;;;;431;;;73.35
;;;;;;432;;;74.36
;;;;;;433;;;75.06
;;;;;;434;;;75.11
;;;;;;435;;;74.25
;;;;;;436;;;72.67
;;;;;;437;;;70.8
;;;;;;438;;;68.84
;;;;;;439;;;66.27
;;;;;;440;;;61.82
;;;;;;441;;;54.61
;;;;;;442;;;44.8
;;;;;;443;;;32.88
;;;;;;444;;;19.52
;;;;;;445;;;5.28
;;;;;;446;;;-9.75
;;;;;;447;;;-25.86
;;;;;;448;;;-41.87
;;;;;;449;;;-54.79
;;;;;;450;;;-62.19
;;;;;;451;;;-64.09
;;;;;;452;;;-63.09
;;;;;;453;;;-61.4
;;;;;;454;;;-59.35
;;;;;;455;;;-56.25
;;;;;;456;;;-50.62
;;;;;;457;;;-41.41
;;;;;;458;;;-29
;;;;;;459;;;-14.67
;;;;;;460;;;0.95
;;;;;;461;;;16.6
;;;;;;462;;;30.82
;;;;;;463;;;43.56
;;;;;;464;;;55.08
;;;;;;465;;;64.8
;;;;;;466;;;71.4
;;;;;;467;;;74.99
;;;;;;468;;;76.96
;;;;;;469;;;78.11
;;;;;;470;;;78.68
;;;;;;471;;;79.08
;;;;;;472;;;79.45
;;;;;;473;;;79.66
;;;;;;474;;;79.76
;;;;;;475;;;79.99
;;;;;;476;;;80.31
;;;;;;477;;;80.55
;;;;;;478;;;80.64
;;;;;;479;;;80.65
;;;;;;480;;;80.68
;;;;;;481;;;80.75
;;;;;;482;;;80.77
;;;;;;483;;;80.78
;;;;;;484;;;80.73
;;;;;;485;;;80.57
;;;;;;486;;;80.32
;;;;;;487;;;79.98
;;;;;;488;;;79.6
;;;;;;489;;;79.27
;;;;;;490;;;79.07
;;;;;;491;;;78.96
;;;;;;492;;;78.84
;;;;;;493;;;78.7
;;;;;;494;;;78.51
;;;;;;495;;;78.28
;;;;;;496;;;78.03
;;;;;;497;;;77.73
;;;;;;498;;;77.43
;;;;;;499;;;77.16
;;;;;;500;;;76.93
;;;;;;501;;;76.73
;;;;;;502;;;76.55
;;;;;;503;;;76.39
;;;;;;504;;;76.23
;;;;;;505;;;76.02
;;;;;;506;;;75.79
;;;;;;507;;;75.55
;;;;;;508;;;75.33
;;;;;;509;;;75.12
;;;;;;510;;;74.94
;;;;;;511;;;74.8
;;;;;;512;;;74.66
;;;;;;513;;;74.49
;;;;;;514;;;74.35
;;;;;;515;;;74.28
;;;;;;516;;;74.24
;;;;;;517;;;74.21
;;;;;;518;;;74.19
;;;;;;519;;;74.15
;;;;;;520;;;74.11
;;;;;;521;;;74.06
;;;;;;522;;;74.05
;;;;;;523;;;74.05
;;;;;;524;;;74.04
;;;;;;525;;;74.02
;;;;;;526;;;73.98
;;;;;;527;;;73.89
;;;;;;528;;;73.78
;;;;;;529;;;73.71
